Spanish	4	76826237	10236
			3)	omp	0	0	0.0
				1)	ompr	575	29154	2.581725E-4
				2)	ompe	680	26067	2.3083566E-4
				3)	ompl	1050	18310	1.6214374E-4
				4)	ompa	1054	18189	1.6107222E-4
				5)	ompo	3222	4395	3.891981E-5
				6)	ompu	7365	604	5.3487065E-6
				7)	ompi	8207	428	3.7901432E-6
			4)	omi	0	0	0.0
				1)	omis	742	24458	2.165872E-4
				2)	omin	2796	5619	4.9758914E-5
				3)	omie	3608	3510	3.1082716E-5
				4)	omit	4337	2389	2.1155729E-5
				5)	omic	8869	335	2.966584E-6
				6)	omid	8915	328	2.9045957E-6
				7)	omia	10074	210	1.8596496E-6
			5)	omb	0	0	0.0
				1)	ombr	859	21585	1.9114542E-4
				2)	omba	3053	4795	4.2462E-5
				3)	ombi	4671	2020	1.7888058E-5
				4)	ombu	5131	1640	1.4522979E-5
			6)	omú	0	0	0.0
				1)	omún	1404	13736	1.216388E-4
			7)	omí	0	0	0.0
				1)	omía	1943	9526	8.435725E-5
			8)	oma	0	0	0.0
				1)	omar	2259	7725	6.840854E-5
				2)	oma_	3534	3678	3.2570435E-5
				3)	omad	3713	3290	2.9134511E-5
				4)	oman	4106	2676	2.369725E-5
				5)	omas	5760	1218	1.0785968E-5
				6)	omam	7042	703	6.2253985E-6
				7)	omac	8591	372	3.2942366E-6
			9)	omo	0	0	0.0
				1)	omov	2894	5310	4.702257E-5
				2)	omoc	4250	2517	2.228923E-5
				3)	omo_	6479	888	7.863661E-6
				4)	omos	6682	807	7.146368E-6
				5)	omod	8626	367	3.2499593E-6
				6)	omot	9009	314	2.780619E-6
				7)	omog	9385	274	2.4264E-6
			10)	omá	0	0	0.0
				1)	omát	4574	2130	1.8862162E-5
			11)	omó	0	0	0.0
				1)	omóv	5780	1205	1.0670847E-5
				2)	omó_	8282	415	3.675022E-6
				3)	omól	8482	387	3.4270686E-6
			12)	omé	0	0	0.0
				1)	omés	7750	517	4.5782804E-6
				2)	omét	9161	296	2.6212206E-6
		8)	ob	0	0	0.0
			1)	obl	0	0	0.0
				1)	oble	464	33299	2.9487844E-4
				2)	obli	1522	12556	1.11189336E-4
				3)	obla	1912	9756	8.639401E-5
			2)	obj	0	0	0.0
				1)	obje	485	32155	2.8474777E-4
			3)	obs	0	0	0.0
				1)	obst	1444	13334	1.180789E-4
				2)	obse	1963	9427	8.348056E-5
				3)	obso	9389	273	2.4175445E-6
			4)	obr	0	0	0.0
				1)	obre	1747	10861	9.617931E-5
				2)	obra	3457	3858	3.4164423E-5
			5)	oba	0	0	0.0
				1)	obal	2497	6681	5.9163427E-5
				2)	obad	2560	6427	5.6914134E-5
				3)	obar	2777	5679	5.029024E-5
				4)	obac	2878	5345	4.7332513E-5
				5)	obab	3543	3658	3.2393327E-5
				6)	obam	7140	671	5.9420236E-6
				7)	oban	9546	258	2.2847125E-6
			6)	obt	0	0	0.0
				1)	obte	2720	5868	5.1963925E-5
				2)	obti	7895	485	4.294905E-6
				3)	obtu	8567	375	3.320803E-6
			7)	obe	0	0	0.0
				1)	ober	3128	4633	4.1027415E-5
				2)	obed	8891	332	2.9400176E-6
				3)	obem	10231	200	1.771095E-6
			8)	obi	0	0	0.0
				1)	obie	3143	4585	4.060235E-5
				2)	obia	6613	832	7.3677547E-6
				3)	obil	9869	227	2.0101927E-6
			9)	obv	0	0	0.0
				1)	obvi	4375	2343	2.0748377E-5
			10)	obó	0	0	0.0
				1)	obó_	5424	1411	1.2495075E-5
			11)	obu	0	0	0.0
				1)	obus	9088	305	2.7009198E-6
			12)	obo	0	0	0.0
				1)	obo_	9470	264	2.3378452E-6
				2)	obor	10126	206	1.8242278E-6
		9)	os	0	0	0.0
			1)	osi	0	0	0.0
				1)	osib	490	32120	2.8443785E-4
				2)	osic	736	24764	2.1929697E-4
				3)	osit	1650	11533	1.0213019E-4
				4)	osis	5454	1389	1.2300255E-5
				5)	osid	7709	527	4.666835E-6
				6)	osig	8443	391	3.4624907E-6
				7)	osió	8890	332	2.9400176E-6
				8)	osiv	9830	231	2.0456146E-6
			2)	ost	0	0	0.0
				1)	oste	1103	17495	1.5492653E-4
				2)	ostr	1775	10665	9.444364E-5
				3)	ostu	3216	4415	3.909692E-5
				4)	osta	3577	3573	3.164061E-5
				5)	osti	5234	1557	1.3787974E-5
				6)	osto	5277	1514	1.3407189E-5
			3)	osa	0	0	0.0
				1)	osas	1253	15577	1.3794172E-4
				2)	osa_	1583	12017	1.06416235E-4
				3)	osam	4947	1781	1.57716E-5
				4)	osan	8589	372	3.2942366E-6
				5)	osad	9915	223	1.9747708E-6
			4)	oso	0	0	0.0
				1)	oso_	2044	8956	7.930963E-5
				2)	osos	2372	7297	6.46184E-5
				3)	osot	4809	1900	1.6825401E-5
				4)	osof	7932	478	4.232917E-6
				5)	osov	10196	202	1.7888059E-6
			5)	ose	0	0	0.0
				1)	ose_	3384	3990	3.5333345E-5
				2)	osee	6364	933	8.262158E-6
				3)	oseg	6754	785	6.9515477E-6
				4)	osex	7882	488	4.321472E-6
				5)	osec	8072	449	3.976108E-6
				6)	oses	9185	293	2.594654E-6
			6)	osp	0	0	0.0
				1)	ospe	3799	3139	2.7797334E-5
				2)	ospi	7447	583	5.1627417E-6
				3)	ospo	8980	319	2.8248965E-6
			7)	osq	0	0	0.0
				1)	osqu	6343	941	8.3330015E-6
			8)	os–	0	0	0.0
				1)	os–_	6574	847	7.500587E-6
			9)	osc	0	0	0.0
				1)	oscu	8544	378	3.3473693E-6
				2)	osca	8711	353	3.1259826E-6
				3)	osci	9958	219	1.939349E-6
			10)	osl	0	0	0.0
				1)	oslo	8747	348	3.0817052E-6
				2)	osla	9667	247	2.1873022E-6
			11)	osm	0	0	0.0
				1)	osmé	8838	338	2.9931505E-6
			12)	osf	0	0	0.0
				1)	osfé	8925	327	2.8957402E-6
		10)	og	0	0	0.0
			1)	ogr	0	0	0.0
				1)	ogra	543	30309	2.684006E-4
				2)	ogre	2212	7961	7.0498434E-5
				3)	ográ	4171	2606	2.3077368E-5
				4)	ogro	4823	1889	1.6727992E-5
				5)	ogró	10197	202	1.7888059E-6
			2)	ogo	0	0	0.0
				1)	ogo_	2231	7837	6.9400354E-5
				2)	ogos	6903	742	6.5707623E-6
			3)	ogí	0	0	0.0
				1)	ogía	2376	7284	6.450328E-5
				2)	ogís	8476	388	3.435924E-6
			4)	ogi	0	0	0.0
				1)	ogid	3795	3143	2.7832757E-5
				2)	ogia	7613	545	4.8262336E-6
				3)	ogio	8527	381	3.373936E-6
			5)	oga	0	0	0.0
				1)	ogar	4996	1736	1.5373103E-5
				2)	ogas	5274	1517	1.3433755E-5
				3)	oga_	5925	1144	1.0130663E-5
				4)	ogad	6035	1093	9.679034E-6
				5)	ogan	6526	866	7.668841E-6
				6)	ogac	7384	599	5.304429E-6
				7)	ogat	8144	438	3.878698E-6
				8)	ogam	10043	213	1.8862161E-6
			6)	oge	0	0	0.0
				1)	oger	5028	1704	1.5089729E-5
				2)	oge_	5635	1283	1.1361574E-5
				3)	ogem	6480	888	7.863661E-6
				4)	ogen	6806	770	6.8187155E-6
			7)	ogé	0	0	0.0
				1)	ogén	9428	269	2.3821226E-6
			8)	ogá	0	0	0.0
				1)	ogás	10100	208	1.8419387E-6
		11)	ot	0	0	0.0
			1)	otr	0	0	0.0
				1)	otra	670	26299	2.3289013E-4
				2)	otro	803	23002	2.0369362E-4
			2)	ote	0	0	0.0
				1)	otec	1162	16651	1.474525E-4
				2)	oteg	2547	6485	5.7427755E-5
				3)	oten	2729	5851	5.1813382E-5
				4)	otes	4878	1842	1.6311784E-5
				5)	ote_	6025	1099	9.732166E-6
				6)	otej	8027	458	4.0558075E-6
				7)	otel	8175	432	3.825565E-6
				8)	otea	8481	387	3.4270686E-6
				9)	oteí	8697	354	3.134838E-6
				10)	otem	8873	334	2.9577286E-6
				11)	oter	9722	243	2.1518804E-6
			3)	ota	0	0	0.0
				1)	otac	1266	15464	1.3694106E-4
				2)	otal	1559	12243	1.08417575E-4
				3)	otad	2283	7626	6.753185E-5
				4)	otar	2306	7566	6.700052E-5
				5)	ota_	2950	5130	4.5428584E-5
				6)	otas	3603	3514	3.111814E-5
				7)	otab	4762	1943	1.7206186E-5
				8)	otan	5622	1290	1.1423563E-5
				9)	otam	6991	719	6.3670864E-6
				10)	otag	7360	605	5.3575623E-6
				11)	otaj	9497	262	2.3201344E-6
			4)	oti	0	0	0.0
				1)	otiv	1799	10573	9.3628936E-5
				2)	otic	5404	1422	1.2592485E-5
				3)	otif	6589	840	7.4385985E-6
				4)	otid	6713	794	7.0312467E-6
				5)	otiz	9179	294	2.6035095E-6
				6)	otip	9990	216	1.9127824E-6
			5)	oto	0	0	0.0
				1)	oto_	3087	4705	4.1665007E-5
				2)	otor	3637	3443	3.0489398E-5
				3)	otos	5420	1414	1.2521641E-5
				4)	otoc	5955	1127	9.98012E-6
				5)	otoñ	7317	619	5.4815387E-6
			6)	otu	0	0	0.0
				1)	otun	7575	554	4.905933E-6
			7)	otó	0	0	0.0
				1)	otó_	8553	377	3.338514E-6
		12)	oo	0	0	0.0
			1)	oop	0	0	0.0
				1)	oope	1084	17776	1.5741492E-4
			2)	oor	0	0	0.0
				1)	oord	2666	6037	5.34605E-5
		13)	oy	0	0	0.0
			1)	oyo	0	0	0.0
				1)	oyo_	1132	17180	1.5213706E-4
			2)	oye	0	0	0.0
				1)	oyec	1287	15137	1.3404532E-4
				2)	oyen	6559	852	7.5448643E-6
				3)	oye_	6753	785	6.9515477E-6
			3)	oya	0	0	0.0
				1)	oyar	2339	7463	6.608841E-5
				2)	oya_	4589	2114	1.8720473E-5
				3)	oyam	4610	2094	1.8543364E-5
				4)	oyad	5003	1727	1.5293404E-5
				5)	oyan	5492	1368	1.2114289E-5
			4)	oyu	0	0	0.0
				1)	oyun	9364	276	2.444111E-6
		14)	oq	0	0	0.0
			1)	oqu	0	0	0.0
				1)	oque	1988	9216	8.161205E-5
				2)	oquí	9544	258	2.2847125E-6
				3)	oqui	9729	242	2.1430249E-6
		15)	of	0	0	0.0
			1)	ofr	0	0	0.0
				1)	ofre	2089	8660	7.668841E-5
			2)	ofe	0	0	0.0
				1)	ofes	2564	6403	5.6701603E-5
				2)	ofer	5314	1483	1.3132669E-5
				3)	ofe_	5643	1276	1.1299586E-5
				4)	ofen	7504	570	5.0476206E-6
			3)	ofu	0	0	0.0
				1)	ofun	2995	5004	4.4312794E-5
			4)	ofi	0	0	0.0
				1)	ofic	3517	3719	3.293351E-5
				2)	ofin	6674	810	7.1729346E-6
			5)	ofo	0	0	0.0
				1)	ofob	6776	778	6.8895592E-6
			6)	ofí	0	0	0.0
				1)	ofía	8023	459	4.064663E-6
			7)	oft	0	0	0.0
				1)	oftw	9198	292	2.5857985E-6
		16)	oa	0	0	0.0
			1)	oam	0	0	0.0
				1)	oamb	2731	5844	5.1751394E-5
				2)	oame	9536	259	2.2935678E-6
			2)	oal	0	0	0.0
				1)	oali	7068	693	6.1368437E-6
			3)	oac	0	0	0.0
				1)	oact	8763	346	3.0639942E-6
			4)	oab	0	0	0.0
				1)	oabl	9128	300	2.6566424E-6
		17)	ov	0	0	0.0
			1)	ove	0	0	0.0
				1)	over	2766	5722	5.0671028E-5
				2)	ovec	2890	5317	4.708456E-5
				3)	oven	4723	1979	1.7524984E-5
				4)	ovee	6015	1103	9.767588E-6
				5)	oved	8068	450	3.9849638E-6
				6)	ovej	10023	215	1.903927E-6
			2)	ova	0	0	0.0
				1)	ovac	3462	3838	3.398731E-5
				2)	ovab	4695	2003	1.7737515E-5
				3)	ovad	5143	1629	1.4425568E-5
				4)	ovar	7781	512	4.534003E-6
			3)	ovo	0	0	0.0
				1)	ovoc	3605	3512	3.1100426E-5
			4)	ovi	0	0	0.0
				1)	ovil	3663	3370	2.984295E-5
				2)	ovie	3959	2908	2.575172E-5
				3)	ovia	4411	2301	2.0376447E-5
				4)	ovim	4697	2002	1.772866E-5
				5)	ovis	4715	1983	1.7560405E-5
				6)	ovin	6340	942	8.341857E-6
				7)	ovié	8132	440	3.896409E-6
				8)	ovid	8351	404	3.5776118E-6
		18)	oh	0	0	0.0
			1)	ohi	0	0	0.0
				1)	ohib	2905	5285	4.6801182E-5
			2)	ohe	0	0	0.0
				1)	oher	3177	4504	3.9885057E-5
				2)	ohes	3371	4011	3.5519308E-5
			3)	oho	0	0	0.0
				1)	ohol	5889	1158	1.0254639E-5
			4)	ohí	0	0	0.0
				1)	ohíb	7463	579	5.1273196E-6
			5)	ohó	0	0	0.0
				1)	ohól	9816	232	2.05447E-6
		19)	oj	0	0	0.0
			1)	ojo	0	0	0.0
				1)	ojo_	4169	2611	2.3121644E-5
				2)	ojos	6053	1086	9.617045E-6
			2)	oja	0	0	0.0
				1)	oja_	6084	1072	9.493069E-6
				2)	ojal	9365	276	2.444111E-6
				3)	ojar	9545	258	2.2847125E-6
				4)	ojad	9591	255	2.258146E-6
		20)	ou	0	0	0.0
			1)	oun	0	0	0.0
				1)	ouni	4381	2340	2.072181E-5
		21)	oi	0	0	0.0
			1)	oin	0	0	0.0
				1)	oinc	4455	2258	1.9995661E-5
			2)	oic	0	0	0.0
				1)	oico	9513	261	2.3112789E-6
			3)	oik	0	0	0.0
				1)	oika	9700	244	2.160736E-6
		22)	ox	0	0	0.0
			1)	oxi	0	0	0.0
				1)	oxim	4544	2167	1.9189814E-5
				2)	oxic	9893	225	1.9924819E-6
		23)	oí	0	0	0.0
			1)	oíd	0	0	0.0
				1)	oído	5452	1390	1.23091095E-5
			2)	oír	0	0	0.0
				1)	oír_	6399	919	8.138181E-6
			3)	oís	0	0	0.0
				1)	oíst	10226	201	1.7799504E-6
		24)	oe	0	0	0.0
			1)	oec	0	0	0.0
				1)	oeco	5781	1205	1.0670847E-5
			2)	oes	0	0	0.0
				1)	oest	7338	611	5.410695E-6
				2)	oesc	9627	250	2.2138686E-6
			3)	oex	0	0	0.0
				1)	oexi	7653	538	4.764245E-6
		25)	oz	0	0	0.0
			1)	ozc	0	0	0.0
				1)	ozca	5815	1187	1.0511449E-5
				2)	ozco	5876	1163	1.0298917E-5
			2)	oza	0	0	0.0
				1)	ozar	8350	404	3.5776118E-6
				2)	ozan	8625	367	3.2499593E-6
				3)	oza_	8989	317	2.8071854E-6
				4)	ozad	9590	255	2.258146E-6
			3)	ozo	0	0	0.0
				1)	ozon	9589	255	2.258146E-6
		26)	oñ	0	0	0.0
			1)	oño	0	0	0.0
				1)	oño_	7334	613	5.428406E-6
	9)	u	0	0	0.0
		1)	ue	0	0	0.0
			1)	ues	0	0	0.0
				1)	uest	14	239870	0.0021241626
				2)	ues_	1309	14947	1.3236278E-4
				3)	uesa	5199	1581	1.4000505E-5
				4)	uese	6231	1000	8.855474E-6
				5)	ueso	9111	302	2.6743533E-6
			2)	uer	0	0	0.0
				1)	uerd	351	39297	3.479936E-4
				2)	uerz	973	19582	1.734079E-4
				3)	uert	1306	14960	1.324779E-4
				4)	uere	1638	11613	1.02838625E-4
				5)	uera	2075	8732	7.7326E-5
				6)	uerr	2499	6673	5.909258E-5
				7)	uerí	4387	2336	2.0686388E-5
				8)	ueri	4478	2235	1.9791985E-5
				9)	uero	4829	1882	1.6666003E-5
				10)	uerp	6240	996	8.820053E-6
				11)	uerc	7949	473	4.1886397E-6
			3)	uen	0	0	0.0
				1)	uent	496	32028	2.8362314E-4
				2)	uenc	1236	15783	1.3976595E-4
				3)	uen_	1571	12130	1.07416905E-4
				4)	uena	1890	9949	8.8103116E-5
				5)	ueno	3607	3510	3.1082716E-5
			4)	ued	0	0	0.0
				1)	ueda	585	28686	2.5402816E-4
				2)	uede	5308	1490	1.3194657E-5
				3)	uedó	8045	454	4.0203854E-6
			5)	uev	0	0	0.0
				1)	uevo	697	25659	2.2722263E-4
				2)	ueva	1036	18614	1.648358E-4
				3)	ueve	3958	2911	2.5778287E-5
			6)	ueg	0	0	0.0
				1)	uego	2130	8438	7.472249E-5
				2)	uega	9518	260	2.3024234E-6
			7)	ueb	0	0	0.0
				1)	uebl	2267	7697	6.816059E-5
				2)	ueba	2725	5861	5.1901938E-5
				3)	uebe	5476	1377	1.2193988E-5
				4)	uebo	9444	267	2.3644118E-6
				5)	uebr	9696	244	2.160736E-6
			8)	ueñ	0	0	0.0
				1)	ueña	2978	5047	4.469358E-5
				2)	ueño	3248	4332	3.8361915E-5
			9)	uet	0	0	0.0
				1)	uete	3430	3912	3.4642617E-5
				2)	ueta	4580	2119	1.8764751E-5
			10)	uel	0	0	0.0
				1)	uelv	3781	3176	2.8124987E-5
				2)	uelt	3834	3082	2.7292574E-5
				3)	uelo	4222	2543	2.2519473E-5
				4)	uela	5097	1658	1.4682377E-5
				5)	uele	5439	1399	1.2388809E-5
				6)	uell	5627	1288	1.1405851E-5
				7)	uelg	7588	549	4.8616557E-6
				8)	ueld	8555	376	3.3296585E-6
				9)	uel_	9013	313	2.7717635E-6
			11)	uez	0	0	0.0
				1)	ueza	5616	1292	1.1441273E-5
				2)	uez_	9424	269	2.3821226E-6
			12)	uej	0	0	0.0
				1)	ueja	5832	1182	1.0467171E-5
			13)	ueo	0	0	0.0
				1)	ueo_	5855	1173	1.0387472E-5
			14)	uem	0	0	0.0
				1)	uemo	6048	1088	9.634757E-6
				2)	uema	8183	431	3.8167095E-6
			15)	uec	0	0	0.0
				1)	ueco	6117	1056	9.351381E-6
				2)	ueca	6282	976	8.642944E-6
				3)	uece	6819	766	6.7832934E-6
				4)	ueci	7940	475	4.2063502E-6
			16)	uea	0	0	0.0
				1)	uear	7667	534	4.7288236E-6
				2)	uead	8451	390	3.4536351E-6
		2)	ur	0	0	0.0
			1)	uro	0	0	0.0
				1)	urop	184	59324	5.253422E-4
				2)	uro_	715	25275	2.2382212E-4
				3)	uros	1425	13528	1.1979686E-4
				4)	uroc	4353	2370	2.0987474E-5
				5)	urom	7508	569	5.0387653E-6
				6)	uroe	9318	279	2.4706774E-6
				7)	uron	9695	244	2.160736E-6
				8)	urod	10222	201	1.7799504E-6
			2)	ura	0	0	0.0
				1)	ura_	476	32598	2.8867077E-4
				2)	ural	871	21409	1.8958686E-4
				3)	uran	945	20174	1.7865034E-4
				4)	uras	1950	9494	8.407388E-5
				5)	urar	2013	9121	8.0770784E-5
				6)	urac	3550	3637	3.220736E-5
				7)	urad	3664	3368	2.9825238E-5
				8)	uram	4879	1840	1.6294074E-5
				9)	urab	8695	354	3.134838E-6
			3)	uri	0	0	0.0
				1)	urid	758	24125	2.1363833E-4
				2)	uris	3813	3108	2.7522816E-5
				3)	urio	5588	1312	1.1618383E-5
				4)	uria	6977	721	6.3847974E-6
				5)	urie	8694	354	3.134838E-6
			4)	urs	0	0	0.0
				1)	urso	1277	15253	1.3507255E-4
			5)	urí	0	0	0.0
				1)	uríd	1972	9372	8.299351E-5
				2)	urís	7524	565	5.003343E-6
				3)	uría	9846	228	2.0190482E-6
			6)	urg	0	0	0.0
				1)	urge	2603	6254	5.5382137E-5
				2)	urgi	4962	1770	1.567419E-5
				3)	urgu	8229	424	3.7547213E-6
			7)	urr	0	0	0.0
				1)	urri	2654	6075	5.3797008E-5
				2)	urre	4098	2683	2.3759238E-5
				3)	urra	6728	790	6.995825E-6
			8)	urc	0	0	0.0
				1)	urco	5005	1726	1.528455E-5
				2)	urca	6397	919	8.138181E-6
			9)	urn	0	0	0.0
				1)	urno	5167	1613	1.4283881E-5
				2)	urna	9811	232	2.05447E-6
			10)	urb	0	0	0.0
				1)	urba	5272	1517	1.3433755E-5
				2)	urbi	9166	295	2.612365E-6
			11)	urd	0	0	0.0
				1)	urdo	5988	1114	9.864999E-6
				2)	urda	7541	562	4.976777E-6
			12)	ure	0	0	0.0
				1)	ure_	7045	702	6.216543E-6
				2)	urec	8675	356	3.152549E-6
				3)	uren	8761	346	3.0639942E-6
				4)	urez	8786	343	3.0374279E-6
			13)	urj	0	0	0.0
				1)	urja	8910	328	2.9045957E-6
			14)	urq	0	0	0.0
				1)	urqu	9066	308	2.7274862E-6
			15)	uró	0	0	0.0
				1)	uró_	9491	262	2.3201344E-6
			16)	urt	0	0	0.0
				1)	urti	10088	209	1.8507942E-6
		3)	un	0	0	0.0
			1)	unt	0	0	0.0
				1)	unto	210	55614	4.924884E-4
				2)	unta	527	30626	2.7120777E-4
				3)	untu	6652	817	7.2349226E-6
				4)	unte	8978	319	2.8248965E-6
			2)	und	0	0	0.0
				1)	unda	537	30482	2.6993259E-4
				2)	undo	618	27649	2.4484503E-4
				3)	undi	1706	11139	9.864113E-5
				4)	unde	6752	785	6.9515477E-6
			3)	uni	0	0	0.0
				1)	unid	733	24910	2.2058988E-4
				2)	unit	1299	15031	1.3310665E-4
				3)	unic	1763	10737	9.508123E-5
				4)	unió	2681	6000	5.3132848E-5
				5)	unio	3039	4833	4.279851E-5
				6)	unif	4137	2648	2.3449296E-5
				7)	univ	4150	2637	2.3351886E-5
				8)	unir	4256	2505	2.2182963E-5
				9)	unis	5709	1248	1.1051632E-5
				10)	unil	5773	1213	1.0741691E-5
				11)	unie	9119	301	2.665498E-6
			4)	unc	0	0	0.0
				1)	unci	789	23328	2.0658052E-4
				2)	unca	3102	4670	4.1355066E-5
			5)	unq	0	0	0.0
				1)	unqu	1381	13992	1.239058E-4
			6)	una	0	0	0.0
				1)	una_	1960	9447	8.3657666E-5
				2)	unal	4895	1825	1.616124E-5
				3)	unan	5118	1647	1.4584966E-5
				4)	unad	5196	1584	1.4027072E-5
				5)	unas	5822	1184	1.0484882E-5
				6)	unam	7697	529	4.684546E-6
				7)	unac	7989	466	4.126651E-6
				8)	unar	9756	238	2.107603E-6
			7)	une	0	0	0.0
				1)	unes	3214	4416	3.9105777E-5
				2)	uner	6789	774	6.854137E-6
				3)	unen	9962	218	1.9304935E-6
			8)	uno	0	0	0.0
				1)	uno_	3845	3056	2.7062331E-5
			9)	uns	0	0	0.0
				1)	unst	3886	3003	2.659299E-5
				2)	unsc	7352	607	5.3752733E-6
			10)	uná	0	0	0.0
				1)	unán	6037	1092	9.670178E-6
		4)	ui	0	0	0.0
			1)	uie	0	0	0.0
				1)	uier	230	51706	4.5788116E-4
				2)	uien	1074	17926	1.5874323E-4
				3)	uiet	5702	1253	1.109591E-5
				4)	uieb	9030	312	2.762908E-6
			2)	uir	0	0	0.0
				1)	uir_	769	23903	2.116724E-4
				2)	uirá	3000	4988	4.417111E-5
				3)	uiri	4891	1831	1.6214373E-5
				4)	uire	5613	1295	1.146784E-5
				5)	uirs	5695	1256	1.1122476E-5
				6)	uirl	5977	1120	9.918132E-6
				7)	uirí	6279	977	8.651798E-6
				8)	uiré	8939	324	2.8691738E-6
			3)	uis	0	0	0.0
				1)	uisi	864	21496	1.9035728E-4
				2)	uist	7807	507	4.4897256E-6
				3)	uism	10223	201	1.7799504E-6
			4)	uid	0	0	0.0
				1)	uido	1296	15055	1.3331918E-4
				2)	uida	2016	9091	8.050512E-5
				3)	uide	9955	219	1.939349E-6
			5)	uil	0	0	0.0
				1)	uili	2170	8216	7.275658E-5
				2)	uila	8354	403	3.5687563E-6
				3)	uill	8911	328	2.9045957E-6
			6)	uiz	0	0	0.0
				1)	uizá	2853	5414	4.794354E-5
				2)	uizo	9895	224	1.9836264E-6
			7)	uic	0	0	0.0
				1)	uici	2938	5173	4.580937E-5
				2)	uicu	9300	281	2.4883884E-6
			8)	uié	0	0	0.0
				1)	uién	4219	2546	2.2546039E-5
			9)	uim	0	0	0.0
				1)	uimi	4317	2418	2.1412538E-5
				2)	uimo	4929	1793	1.5877866E-5
			10)	uip	0	0	0.0
				1)	uipo	4547	2160	1.9127825E-5
				2)	uipa	6317	961	8.510111E-6
			11)	uit	0	0	0.0
				1)	uita	4863	1853	1.6409194E-5
				2)	uito	8299	411	3.6396E-6
				3)	uite	8542	379	3.3562249E-6
			12)	uiv	0	0	0.0
				1)	uivo	5170	1610	1.4257314E-5
				2)	uiva	5217	1570	1.3903095E-5
			13)	uin	0	0	0.0
				1)	uina	5835	1181	1.0458316E-5
				2)	uinc	6054	1085	9.60819E-6
				3)	uint	6506	874	7.739684E-6
			14)	uió	0	0	0.0
				1)	uió_	7637	540	4.7819562E-6
			15)	uib	0	0	0.0
				1)	uibl	8030	457	4.0469517E-6
			16)	uia	0	0	0.0
				1)	uiar	9082	306	2.7097753E-6
		5)	uc	0	0	0.0
			1)	uci	0	0	0.0
				1)	ució	365	38404	3.4008565E-4
				2)	ucio	723	25125	2.224938E-4
				3)	ucir	1429	13485	1.1941607E-4
				4)	ucid	2513	6618	5.8605532E-5
				5)	ucia	3933	2944	2.6070516E-5
				6)	ucie	5543	1338	1.1848625E-5
			2)	uch	0	0	0.0
				1)	ucha	540	30439	2.695518E-4
				2)	ucho	1101	17541	1.5533388E-4
				3)	uchí	7306	621	5.4992497E-6
				4)	uche	7886	487	4.312616E-6
			3)	ucc	0	0	0.0
				1)	ucci	860	21578	1.9108343E-4
			4)	uct	0	0	0.0
				1)	ucto	1166	16626	1.4723113E-4
				2)	uctu	1575	12063	1.0682359E-4
				3)	ucti	3120	4640	4.1089403E-5
				4)	ucta	5752	1224	1.0839101E-5
				5)	uctí	7977	469	4.1532176E-6
			5)	uca	0	0	0.0
				1)	ucac	3004	4967	4.3985143E-5
				2)	ucat	5907	1151	1.0192652E-5
				3)	ucar	7756	516	4.569425E-6
			6)	ucl	0	0	0.0
				1)	ucle	3272	4247	3.76092E-5
			7)	uce	0	0	0.0
				1)	uced	3288	4218	3.735239E-5
				2)	uce_	3658	3378	2.9913794E-5
				3)	ucen	4370	2347	2.0783798E-5
				4)	uces	4660	2047	1.8127157E-5
			8)	ucr	0	0	0.0
				1)	ucra	5711	1247	1.1042777E-5
		6)	ul	0	0	0.0
			1)	ult	0	0	0.0
				1)	ulta	378	36883	3.2661646E-4
				2)	ultu	1497	12788	1.1324381E-4
				3)	ulti	2291	7600	6.7301604E-5
				4)	ulto	3007	4951	4.3843454E-5
				5)	ulte	4984	1744	1.5443948E-5
				6)	ultr	5762	1217	1.0777113E-5
				7)	ultá	7772	513	4.5428583E-6
				8)	ultó	8745	348	3.0817052E-6
			2)	ula	0	0	0.0
				1)	ular	662	26423	2.339882E-4
				2)	ulac	2039	8967	7.9407044E-5
				3)	ulad	2355	7375	6.530913E-5
				4)	ula_	3275	4243	3.757378E-5
				5)	ulan	3879	3013	2.6681546E-5
				6)	ulas	4291	2451	2.170477E-5
				7)	ulat	8169	433	3.8344206E-6
				8)	ulam	9081	306	2.7097753E-6
				9)	ulab	9510	261	2.3112789E-6
			3)	ulo	0	0	0.0
				1)	ulo_	1351	14415	1.2765167E-4
				2)	ulos	2207	7985	7.0710965E-5
			4)	uls	0	0	0.0
				1)	ulsa	4125	2655	2.3511286E-5
				2)	ulso	5096	1658	1.4682377E-5
				3)	ulsi	8020	459	4.064663E-6
			5)	ulp	0	0	0.0
				1)	ulpa	4251	2516	2.2280374E-5
			6)	uli	0	0	0.0
				1)	ulio	4889	1834	1.624094E-5
				2)	uliz	7587	549	4.8616557E-6
				3)	ulis	9812	232	2.05447E-6
				4)	ulia	9813	232	2.05447E-6
			7)	uln	0	0	0.0
				1)	ulne	5142	1629	1.4425568E-5
			8)	ull	0	0	0.0
				1)	ullo	5662	1266	1.1211031E-5
				2)	ulle	10095	208	1.8419387E-6
			9)	ule	0	0	0.0
				1)	ulen	7010	710	6.287387E-6
				2)	ule_	7913	482	4.2683387E-6
			10)	ulg	0	0	0.0
				1)	ulga	7246	639	5.658648E-6
			11)	ulm	0	0	0.0
				1)	ulma	7422	591	5.2335854E-6
				2)	ulmi	7755	516	4.569425E-6
			12)	uló	0	0	0.0
				1)	uló_	9834	230	2.0367593E-6
		7)	ug	0	0	0.0
			1)	uga	0	0	0.0
