English	3	22380797
			6)	joh	0.0010735373	48
			7)	Esc	1.3419216E-4	6
		3)	je	0.017845696	2088
			1)	jeo	0.83924115	1681
			2)	jet	0.049425863	99
			3)	jew	0.043434847	87
			4)	jea	0.065901145	132
			5)	Esc	0.0019970045	4
		4)	ja	0.007384426	864
			1)	jac	0.11489899	91
			2)	jar	0.18181819	144
			3)	jai	0.43308082	343
			4)	jam	0.18813132	149
			5)	jap	0.07575758	60
			6)	Esc	0.006313131	5
		5)	ji	0.001213644	142
			1)	jig	0.5652174	65
			2)	jih	0.4173913	48
			3)	Esc	0.017391304	2
		6)	Esc	4.2733947E-5	5
	20)	l	0.030278191	677650
		1)	le	0.34157318	231437
			1)	let	0.11734972	27139
			2)	leg	0.30167428	69767
			3)	lea	0.25530773	59044
			4)	lev	0.17568514	40630
			5)	led	0.022242785	5144
			6)	les	0.0773006	17877
			7)	lef	0.029814154	6895
			8)	len	0.016439945	3802
			9)	lec	0.0014658446	339
			10)	lei	0.0014226043	329
			11)	lee	8.3453686E-4	193
			12)	leu	4.1078238E-4	95
			13)	Esc	5.1888303E-5	12
		2)	li	0.20251726	137218
			1)	lin	0.18359284	25186
			2)	lig	0.054262888	7444
			3)	lis	0.10152058	13927
			4)	liv	0.15809424	21688
			5)	lim	0.11401475	15641
			6)	lik	0.041870773	5744
			7)	lif	0.11954018	16399
			8)	lit	0.062295895	8546
			9)	lie	0.035689294	4896
			10)	lio	0.0011152904	153
			11)	lib	0.08148909	11179
			12)	lia	0.019783648	2714
			13)	lic	0.017414568	2389
			14)	liq	0.0064220317	881
			15)	lip	0.0022597387	310
			16)	lir	5.1755307E-4	71
			17)	Esc	1.1663168E-4	16
		3)	la	0.28470606	192906
			1)	las	0.18857966	36374
			2)	lau	0.03409303	6576
			3)	lar	0.11253396	21706
			4)	lac	0.06584268	12700
			5)	lad	0.1447243	27915
			6)	lab	0.08290475	15991
			7)	law	0.1656436	31950
			8)	lam	0.0034061924	657
			9)	lai	0.023153814	4466
			10)	lag	0.0042668134	823
			11)	lay	0.021852512	4215
			12)	lat	0.072966136	14074
			13)	lan	0.07380083	14235
			14)	lap	0.0029966198	578
			15)	lav	3.8365027E-4	74
			16)	lak	9.2801894E-4	179
			17)	lax	0.0015294167	295
			18)	laz	3.0069886E-4	58
			19)	Esc	9.332034E-5	18
		4)	lo	0.16532804	112020
			1)	loo	0.21239641	23785
			2)	lon	0.32109943	35958
			3)	log	0.033576224	3760
			4)	lot	0.027084226	3033
			5)	lor	0.008090441	906
			6)	loc	0.12247285	13715
			7)	lov	0.008822689	988
			8)	low	0.090459354	10130
			9)	los	0.11607015	12998
			10)	lou	0.009385269	1051
			11)	loa	0.022762181	2549
			12)	lod	0.0037773254	423
			13)	lob	0.018404415	2061
			14)	loy	0.004563152	511
			15)	lof	9.0191455E-4	101
			16)	Esc	1.339477E-4	15
		5)	lu	0.004467488	3027
			1)	luc	0.41319206	1209
			2)	lum	0.09022556	264
			3)	lux	0.12337662	361
			4)	lur	0.07723855	226
			5)	lun	0.17669173	517
			6)	lud	0.054340396	159
			7)	luk	0.021189338	62
			8)	lug	0.04101162	120
			9)	Esc	0.002734108	8
		6)	ly	5.5788254E-4	378
			1)	lyn	0.16403785	52
			2)	lyi	0.829653	263
			3)	Esc	0.0063091484	2
		7)	lt	6.4348354E-4	436
		8)	lv	1.9481612E-4	132
		9)	Esc	1.18070375E-5	8
	21)	u	0.012788196	286210
		1)	ur	0.07090699	20285
			1)	urg	0.86113167	17456
			2)	urb	0.11070001	2244
			3)	ura	0.028020324	568
			4)	Esc	1.4799467E-4	3
		2)	un	0.5494916	157198
			1)	unf	0.10720988	16852
			2)	una	0.119939946	18853
			3)	unk	0.0034353987	540
			4)	uni	0.17309956	27209
			5)	und	0.3110817	48898
			6)	unn	0.0155992545	2452
			7)	unc	0.042439897	6671
			8)	unq	0.004001603	629
			9)	une	0.073301226	11522
			10)	unj	0.007952312	1250
			11)	unb	0.010096255	1587
			12)	unl	0.021000464	3301
			13)	unp	0.017965863	2824
			14)	uns	0.026039049	4093
			15)	unt	0.0092883	1460
			16)	unr	0.026369866	4145
			17)	unu	0.0066544944	1046
			18)	unw	0.011960276	1880
			19)	unh	0.006412744	1008
			20)	unv	0.0010369815	163
			21)	uno	0.0015968241	251
			22)	unm	0.0030091547	473
			23)	ung	3.626254E-4	57
			24)	Esc	1.4632253E-4	23
		3)	us	0.2738894	78354
			1)	usi	0.10660892	7680
			2)	usu	0.038021073	2739
			3)	use	0.8495676	61202
			4)	usa	0.0036646817	264
			5)	ush	0.002068324	149
			6)	Esc	6.940685E-5	5
		4)	up	0.06984784	19982
			1)	uph	0.12944148	2255
			2)	upo	0.5352161	9324
			3)	upg	0.03708168	646
			4)	upt	0.037426095	652
			5)	ups	0.055220712	962
			6)	upd	0.10877676	1895
			7)	upw	0.017737214	309
			8)	upr	0.027552953	480
			9)	upp	0.027036335	471
			10)	upc	0.01854084	323
			11)	upb	0.005338385	93
			12)	Esc	6.3142186E-4	11
		5)	ul	0.01741477	4982
			1)	ult	0.9997988	4969
			2)	Esc	2.0120724E-4	1
		6)	ut	0.015254527	4364
			1)	uti	0.31612903	1372
			2)	utt	0.21797235	946
			3)	utm	0.42050692	1825
			4)	uto	0.044470046	193
			5)	Esc	9.21659E-4	4
		7)	um	0.0017757333	508
			1)	ump	0.36633664	185
			2)	umb	0.629703	318
			3)	Esc	0.003960396	2
		8)	ug	3.8101364E-4	109
			1)	ugl	0.989011	90
			2)	Esc	0.010989011	1
		9)	uk	0.0010067149	288
			1)	ukr	0.9953704	215
			2)	Esc	0.0046296297	1
		10)	Esc	3.145984E-5	9
	22)	i	0.050601553	1132503
		1)	in	0.623472	706024
			1)	ini	0.039002113	27489
			2)	ina	0.009110282	6421
			3)	int	0.34493083	243110
			4)	inc	0.15927033	112255
			5)	ins	0.11127428	78427
			6)	ind	0.1232818	86890
			7)	inf	0.0857723	60453
			8)	inv	0.086277395	60809
			9)	inn	0.015480812	10911
			10)	inl	0.0010598631	747
			11)	ine	0.009464989	6671
			12)	inj	0.003835087	2703
			13)	inh	0.005280871	3722
			14)	inu	1.3336966E-4	94
			15)	inq	0.0022247194	1568
			16)	ing	0.0014330144	1010
			17)	inp	0.0013748425	969
			18)	inw	2.3552513E-4	166
			19)	ino	2.2559335E-4	159
			20)	ink	1.0783078E-4	76
			21)	inb	6.8103654E-5	48
			22)	inm	1.248567E-4	88
			23)	Esc	3.1214175E-5	22
		2)	ie	0.001689322	1913
		3)	im	0.21477702	243215
			1)	imp	0.879835	213975
			2)	ima	0.019704029	4792
			3)	imm	0.09342144	22720
			4)	imb	0.0063733812	1550
			5)	imi	6.4556184E-4	157
			6)	Esc	2.0559295E-5	5
		4)	ir	0.006747574	7641
			1)	irr	0.7979798	6083
			2)	iro	0.11097993	846
			3)	ire	0.03699331	282
			4)	ira	0.044208318	337
			5)	iri	0.009182736	70
			6)	Esc	6.5590977E-4	5
		5)	it	0.040560506	45931
			1)	ite	0.3605894	9715
			2)	its	0.63209856	17030
			3)	ita	0.007200653	194
			4)	Esc	1.1135031E-4	3
		6)	is	0.06946972	78668
			1)	iss	0.9257024	71168
			2)	isl	0.039138917	3009
			3)	iso	0.030385016	2336
			4)	isr	0.004084287	314
			5)	isn	6.2434963E-4	48
			6)	Esc	6.503642E-5	5
		7)	ig	0.0037389384	4234
			1)	ign	0.99976355	4228
			2)	Esc	2.3646253E-4	1
		8)	il	0.012881411	14587
			1)	ill	0.99993134	14562
			2)	Esc	6.866717E-5	1
		9)	id	0.025674514	29074
			1)	ide	0.98948854	28711
			2)	idi	0.003894403	113
			3)	idl	0.0065136477	189
			4)	Esc	1.03391234E-4	3
		10)	ic	5.4397405E-4	616
			1)	ice	0.99801195	502
			2)	Esc	0.0019880715	1
		11)	io	1.1656586E-4	132
			1)	ion	0.9895833	95
			2)	Esc	0.010416667	1
		12)	ii	7.32952E-5	83
		13)	iv	1.1656586E-4	132
			1)	ivo	0.9919355	123
			2)	Esc	0.008064516	1
		14)	if	5.739986E-5	65
			1)	ifs	0.9811321	52
			2)	Esc	0.018867925	1
		15)	i 	6.7996756E-5	77
		16)	Esc	1.3246121E-5	15
	23)	q	0.004384741	98134
		1)	qu	0.9999898	98123
			1)	que	0.5712597	56056
			2)	quo	0.080558866	7905
			3)	qua	0.25263178	24790
			4)	qui	0.09550888	9372
			5)	Esc	4.07635E-5	4
		2)	Esc	1.0191186E-5	1
	24)	g	0.023723776	530957
		1)	gu	0.06375942	33831
			1)	gui	0.33672896	11371
			2)	gua	0.61713403	20840
			3)	gul	0.010719891	362
			4)	gun	0.010068406	340
			5)	gue	0.021143652	714
			6)	gut	0.0016287128	55
			7)	guy	0.0023690367	80
			8)	Esc	2.0729071E-4	7
		2)	gl	0.04600606	24411
			1)	gla	0.17179623	4192
			2)	glo	0.8122208	19819
			3)	gle	0.003319536	81
			4)	gli	0.007950494	194
			5)	glu	0.004508012	110
			6)	Esc	2.0490964E-4	5
		3)	go	0.25403124	134790
			1)	goi	0.17086437	19884
			2)	goo	0.36984524	43040
			3)	gov	0.29127032	33896
			4)	goe	0.050389696	5864
			5)	gon	0.023115328	2690
			6)	goa	0.06303009	7335
			7)	got	0.023613725	2748
			8)	god	0.0013491102	157
			9)	gol	0.006444794	750
			10)	Esc	7.733753E-5	9
		4)	ge	0.18877354	100164
			1)	get	0.19930667	19950
			2)	gen	0.73776436	73848
			3)	geo	0.039211966	3925
			4)	ges	0.007302916	731
			5)	gea	0.011808545	1182
			6)	ger	0.0033667344	337
			7)	gel	0.0011688662	117
			8)	Esc	6.993217E-5	7
		5)	gr	0.27120036	143900
			1)	gro	0.44581193	64151
			2)	gra	0.15773088	22697
			3)	gre	0.38268346	55067
			4)	gri	0.011459585	1649
			5)	gru	0.0022794083	328
			6)	Esc	3.4747078E-5	5
		6)	gi	0.12978606	68865
			1)	giv	0.96849006	66605
			2)	gig	0.0022247427	153
			3)	gif	0.006310708	434
			4)	gis	9.887745E-4	68
			5)	gir	0.01451172	998
			6)	gil	0.0012650497	87
			7)	gia	0.0061071366	420
			8)	Esc	1.0178561E-4	7
		7)	ga	0.04559144	24191
			1)	gap	0.11856468	2835
			2)	gam	0.09744469	2330
			3)	gat	0.0676676	1618
			4)	gai	0.21333277	5101
			5)	gav	0.13872276	3317
			6)	gal	0.037932333	907
			7)	gas	0.2591276	6196
			8)	gar	0.016519593	395
			9)	gay	0.009660825	231
			10)	gau	0.011375518	272
			11)	gan	0.018276107	437
			12)	gaz	0.0050186105	120
			13)	gag	0.003596671	86
			14)	gao	0.0021747313	52
			15)	Esc	5.855046E-4	14
		8)	gh	4.636226E-4	246
			1)	gho	0.44642857	100
			2)	ghe	0.54464287	122
			3)	Esc	0.008928572	2
		9)	gy	2.7892741E-4	148
			1)	gyp	0.99038464	103
			2)	Esc	0.009615385	1
		10)	gk	9.046294E-5	48
			1)	gkm	0.97959185	48
			2)	Esc	0.020408163	1
		11)	Esc	1.8846447E-5	10
	25)	z	2.2090368E-4	4944
		1)	ze	0.24903199	1222
			1)	zer	0.87979966	1054
			2)	zea	0.118530884	142
			3)	Esc	0.001669449	2
		2)	zo	0.6596699	3237
			1)	zon	0.9462566	3046
			2)	zoo	0.05312209	171
			3)	Esc	6.2131096E-4	2
		3)	zu	0.06826982	335
		4)	zi	0.022213165	109
			1)	zim	0.9861111	71
			2)	Esc	0.013888889	1
		5)	Esc	8.15162E-4	4
	26)	x	6.21515E-5	1391
		1)	xe	0.9992378	1311
			1)	xen	0.99923664	1309
			2)	Esc	7.633588E-4	1
		2)	Esc	7.621951E-4	1
	27)	é	6.2106815E-6	139
		1)	él	0.9846154	64
			1)	éli	0.98245615	56
			2)	Esc	0.01754386	1
		2)	Esc	0.015384615	1
	28)	·	2.457464E-6	55
	29)	à	5.987276E-6	134
	30)	 	0.0014314058	32036
		1)	  	0.99996877	32011
		2)	Esc	3.1238287E-5	1
	31)	–	1.0053262E-5	225
	32)	‘	8.355378E-6	187
	33)	•	2.1446958E-6	48
	34)	Esc	1.4744784E-6	33
