English	4	128173779	11379
			5)	nlo	0	0	0.0
				1)	nloa	10441	277	1.4126165E-6
		8)	nm	0	0	0.0
			1)	nme	0	0	0.0
				1)	nmen	349	65662	3.348564E-4
				2)	nmem	11306	205	1.0454382E-6
			2)	nma	0	0	0.0
				1)	nmak	4299	4137	2.1097452E-5
				2)	nmar	10512	269	1.3718189E-6
				3)	nmad	11233	211	1.0760364E-6
		9)	nf	0	0	0.0
			1)	nfo	0	0	0.0
				1)	nfor	392	61887	3.1560505E-4
				2)	nfou	9616	377	1.9225863E-6
				3)	nfol	10039	321	1.6370033E-6
			2)	nfl	0	0	0.0
				1)	nfli	2470	11922	6.0798608E-5
				2)	nflu	3434	6621	3.3765104E-5
				3)	nfla	5440	2176	1.1096944E-5
				4)	nfle	9733	359	1.8307918E-6
			3)	nfi	0	0	0.0
				1)	nfid	2909	8972	4.5754496E-5
				2)	nfir	3288	7174	3.6585236E-5
				3)	nfin	5833	1845	9.408944E-6
				4)	nfis	9441	405	2.0653779E-6
			4)	nfe	0	0	0.0
				1)	nfer	3447	6566	3.348462E-5
				2)	nfec	6572	1318	6.7214028E-6
				3)	nfes	9530	391	1.993982E-6
			5)	nfr	0	0	0.0
				1)	nfra	3505	6326	3.2260694E-5
				2)	nfri	4846	2957	1.5079809E-5
				3)	nfro	5457	2157	1.100005E-5
			6)	nfu	0	0	0.0
				1)	nfus	4955	2791	1.4233258E-5
				2)	nful	7292	971	4.951807E-6
			7)	nfa	0	0	0.0
				1)	nfai	4982	2748	1.4013972E-5
				2)	nfan	9495	396	2.0194807E-6
				3)	nfav	10352	287	1.4636134E-6
				4)	nfam	10569	263	1.3412207E-6
				5)	nfal	11206	212	1.0811361E-6
		10)	nd	0	0	0.0
			1)	nde	0	0	0.0
				1)	nder	421	60071	3.0634398E-4
				2)	nded	1257	27107	1.3823753E-4
				3)	nden	1878	17588	8.96935E-5
				4)	ndee	1979	16357	8.341577E-5
				5)	ndep	2515	11584	5.9074908E-5
				6)	ndem	3170	7671	3.9119786E-5
				7)	ndea	5242	2402	1.2249476E-5
				8)	ndes	8026	716	3.651384E-6
				9)	ndef	8457	595	3.0343206E-6
				10)	ndec	8692	541	2.758937E-6
				11)	ndeb	10015	323	1.6472027E-6
				12)	ndex	10630	257	1.3106226E-6
			2)	nds	0	0	0.0
				1)	nds_	508	55224	2.8162575E-4
				2)	ndsc	8681	545	2.7793358E-6
				3)	ndsh	9296	426	2.1724716E-6
				4)	ndst	9948	332	1.6930999E-6
				5)	ndse	10938	233	1.1882298E-6
			3)	ndi	0	0	0.0
				1)	ndin	539	52472	2.675914E-4
				2)	ndit	1147	29755	1.5174154E-4
				3)	ndiv	2137	14701	7.497067E-5
				4)	ndic	2648	10605	5.4082302E-5
				5)	ndid	3219	7476	3.8125345E-5
				6)	ndis	4657	3279	1.6721911E-5
				7)	ndir	5799	1879	9.582333E-6
				8)	ndig	6694	1256	6.4052215E-6
				9)	ndif	8146	676	3.4473962E-6
			4)	ndm	0	0	0.0
				1)	ndme	830	39420	2.0103011E-4
				2)	ndmo	8794	519	2.6467435E-6
				3)	ndmi	9637	373	1.9021876E-6
			5)	ndu	0	0	0.0
				1)	ndus	1261	27008	1.3773266E-4
				2)	nduc	3311	7087	3.6141562E-5
				3)	ndum	4252	4247	2.165842E-5
				4)	ndul	7818	781	3.9828647E-6
				5)	ndur	8552	571	2.9119278E-6
				6)	ndue	10769	246	1.2545258E-6
			6)	nda	0	0	0.0
				1)	ndar	1649	20345	1.03753366E-4
				2)	ndam	1804	18348	9.3569266E-5
				3)	ndat	1876	17619	8.985159E-5
				4)	nda_	2575	11166	5.6943234E-5
				5)	ndan	4332	4042	2.061298E-5
				6)	ndal	5521	2102	1.07195665E-5
				7)	ndab	6016	1688	8.608291E-6
				8)	ndas	10180	305	1.5554081E-6
			7)	ndl	0	0	0.0
				1)	ndly	2094	15031	7.665357E-5
				2)	ndle	5095	2598	1.3249017E-5
				3)	ndli	5888	1812	9.2406535E-6
			8)	ndo	0	0	0.0
				1)	ndor	3636	5916	3.0169816E-5
				2)	ndou	4228	4302	2.1938904E-5
				3)	ndon	4869	2926	1.4921718E-5
				4)	ndow	7567	863	4.40104E-6
				5)	ndol	8548	573	2.9221274E-6
				6)	ndom	9594	381	1.9429851E-6
				7)	ndoc	11335	202	1.0301391E-6
			9)	ndr	0	0	0.0
				1)	ndre	5302	2330	1.1882297E-5
				2)	ndra	10411	280	1.4279155E-6
			10)	ndp	0	0	0.0
				1)	ndpo	8870	504	2.5702482E-6
			11)	ndw	0	0	0.0
				1)	ndwa	8887	500	2.5498493E-6
			12)	ndf	0	0	0.0
				1)	ndfu	9048	469	2.3917587E-6
				2)	ndfi	9203	442	2.2540667E-6
			13)	ndn	0	0	0.0
				1)	ndne	11020	227	1.1576316E-6
			14)	ndc	0	0	0.0
				1)	ndcl	11203	213	1.0862358E-6
		11)	ns	0	0	0.0
			1)	nst	0	0	0.0
				1)	nsti	607	48214	2.4587687E-4
				2)	nst_	630	47121	2.4030289E-4
				3)	nstr	764	41647	2.1238714E-4
				4)	nsta	2336	13124	6.692844E-5
				5)	nste	8583	564	2.87623E-6
			2)	nsu	0	0	0.0
				1)	nsur	678	44735	2.2813502E-4
				2)	nsum	1289	26143	1.3332142E-4
				3)	nsul	2704	10206	5.2047522E-5
				4)	nsus	3868	5213	2.6584728E-5
				5)	nsuf	5769	1899	9.684328E-6
				6)	nsui	9771	354	1.8052933E-6
				7)	nsuc	10659	255	1.3004232E-6
			3)	nsi	0	0	0.0
				1)	nsid	700	43806	2.233974E-4
				2)	nsib	820	39774	2.028354E-4
				3)	nsio	1862	17777	9.065734E-5
				4)	nsis	2327	13188	6.725483E-5
				5)	nsit	2428	12312	6.278749E-5
				6)	nsiv	2436	12249	6.2466206E-5
				7)	nsif	6421	1410	7.190575E-6
				8)	nsig	6608	1300	6.629608E-6
				9)	nsin	7244	994	5.0691006E-6
				10)	nsic	8996	479	2.4427557E-6
			4)	nse	0	0	0.0
				1)	nse_	1551	21683	1.10576766E-4
				2)	nseq	2655	10554	5.382222E-5
				3)	nsen	3342	6951	3.5448003E-5
				4)	nser	4764	3107	1.5844764E-5
				5)	nses	5435	2182	1.1127542E-5
				6)	nseu	6232	1529	7.797439E-6
				7)	nsec	6646	1283	6.542913E-6
				8)	nsel	7736	806	4.110357E-6
				9)	nsed	10327	289	1.4738129E-6
				10)	nset	10885	236	1.2035289E-6
			5)	nsp	0	0	0.0
				1)	nspo	1579	21295	1.08598084E-4
				2)	nspa	2167	14494	7.391503E-5
				3)	nspe	4435	3799	1.9373754E-5
				4)	nspi	5478	2145	1.0938853E-5
				5)	nspl	8516	580	2.9578252E-6
			6)	nsw	0	0	0.0
				1)	nswe	2323	13216	6.739762E-5
			7)	nsh	0	0	0.0
				1)	nshi	3129	7849	4.0027535E-5
				2)	nshr	6438	1401	7.1446775E-6
				3)	nsha	11068	222	1.1321331E-6
			8)	nsa	0	0	0.0
				1)	nsat	3169	7671	3.9119786E-5
				2)	nsac	5419	2197	1.1204038E-5
				3)	nsab	7335	953	4.8600127E-6
				4)	nsaf	10061	318	1.6217041E-6
			9)	nsf	0	0	0.0
				1)	nsfe	3621	5962	3.0404402E-5
				2)	nsfo	5940	1761	8.980569E-6
			10)	nso	0	0	0.0
				1)	nsol	4232	4296	2.1908305E-5
				2)	nsor	6857	1175	5.992146E-6
				3)	nsof	8341	622	3.1720124E-6
				4)	nsom	11237	210	1.0709367E-6
			11)	nsl	0	0	0.0
				1)	nsla	4904	2863	1.4600437E-5
			12)	nsc	0	0	0.0
				1)	nsci	5354	2272	1.1586515E-5
				2)	nscr	9295	426	2.1724716E-6
				3)	nsce	10688	253	1.2902237E-6
			13)	nsm	0	0	0.0
				1)	nsmi	6130	1603	8.174817E-6
			14)	nsn	0	0	0.0
				1)	nsna	7279	977	4.9824057E-6
			15)	ns’	0	0	0.0
				1)	ns’_	7982	729	3.7176803E-6
		12)	ng	0	0	0.0
			1)	ngs	0	0	0.0
				1)	ngs_	617	47674	2.4312302E-4
				2)	ngst	4014	4848	2.4723338E-5
				3)	ngsi	5977	1725	8.79698E-6
			2)	nge	0	0	0.0
				1)	nge_	890	37490	1.911877E-4
				2)	nger	1060	32023	1.6330765E-4
				3)	nges	1690	19844	1.0119842E-4
				4)	ngem	3491	6371	3.249018E-5
				5)	nged	3623	5956	3.0373805E-5
				6)	ngen	5500	2129	1.08572585E-5
				7)	ngeo	9652	371	1.8919882E-6
				8)	ngel	11178	215	1.0964352E-6
			3)	ngt	0	0	0.0
				1)	ngth	1741	19077	9.7286946E-5
				2)	ngte	3739	5586	2.8486917E-5
			4)	ngl	0	0	0.0
				1)	ngle	2026	15844	8.0799626E-5
				2)	ngly	2360	12904	6.580651E-5
				3)	ngli	9835	346	1.7644957E-6
			5)	ngr	0	0	0.0
				1)	ngra	2185	14339	7.3124575E-5
				2)	ngre	7084	1061	5.41078E-6
				3)	ngry	9513	394	2.0092812E-6
			6)	ngi	0	0	0.0
				1)	ngin	2407	12417	6.332296E-5
				2)	ngib	6220	1537	7.838236E-6
			7)	ngu	0	0	0.0
				1)	ngua	2928	8851	4.5137433E-5
				2)	ngui	4926	2829	1.4427047E-5
				3)	ngup	7655	828	4.2225506E-6
				4)	ngue	8415	605	3.0853175E-6
				5)	ngul	11108	220	1.1219337E-6
			8)	nga	0	0	0.0
				1)	ngag	4039	4787	2.4412257E-5
			9)	ngo	0	0	0.0
				1)	ngoi	5058	2645	1.3488702E-5
				2)	ngov	6497	1362	6.945789E-6
				3)	ngou	10881	237	1.2086285E-6
			10)	ngn	0	0	0.0
				1)	ngne	5507	2114	1.0780763E-5
			11)	ngf	0	0	0.0
				1)	ngfu	7663	826	4.212351E-6
			12)	ngd	0	0	0.0
				1)	ngdo	11019	227	1.1576316E-6
		13)	nn	0	0	0.0
			1)	nno	0	0	0.0
				1)	nnot	825	39503	2.014534E-4
				2)	nnov	2827	9371	4.7789275E-5
				3)	nnou	4098	4605	2.3484112E-5
				4)	nnoc	6631	1288	6.5684117E-6
				5)	nnoy	10440	277	1.4126165E-6
			2)	nni	0	0	0.0
				1)	nnin	2280	13610	6.9406895E-5
				2)	nniv	6532	1336	6.813197E-6
				3)	nniu	8637	554	2.825233E-6
			3)	nne	0	0	0.0
				1)	nnec	2511	11601	5.9161604E-5
				2)	nner	3426	6646	3.3892597E-5
				3)	nned	4066	4681	2.387169E-5
				4)	nnel	4277	4187	2.1352438E-5
				5)	nnes	4399	3896	1.9868425E-5
				6)	nnex	6801	1201	6.124738E-6
				7)	nne_	9998	325	1.657402E-6
			4)	nnu	0	0	0.0
				1)	nnua	3358	6908	3.5228717E-5
				2)	nnum	9062	466	2.3764596E-6
			5)	nny	0	0	0.0
				1)	nny_	9344	418	2.131674E-6
			6)	nna	0	0	0.0
				1)	nnai	10789	245	1.2494262E-6
		14)	nv	0	0	0.0
			1)	nvi	0	0	0.0
				1)	nvir	968	34557	1.7623029E-4
				2)	nvin	3308	7094	3.617726E-5
				3)	nvit	4285	4172	2.1275942E-5
				4)	nvis	5162	2505	1.2774745E-5
				5)	nvic	5411	2207	1.1255035E-5
				6)	nvio	9227	438	2.233668E-6
				7)	nvig	10638	256	1.3055228E-6
			2)	nvo	0	0	0.0
				1)	nvol	1196	28307	1.4435717E-4
				2)	nvok	8276	640	3.263807E-6
				3)	nvoy	9254	433	2.2081695E-6
				4)	nvoi	11367	200	1.0199398E-6
			3)	nve	0	0	0.0
				1)	nves	1380	24251	1.2367278E-4
				2)	nven	3241	7358	3.7523583E-5
				3)	nver	4013	4849	2.4728439E-5
				4)	nvey	6679	1265	6.4511187E-6
				5)	nvel	10557	264	1.3463205E-6
			4)	nva	0	0	0.0
				1)	nvas	8528	578	2.9476257E-6
				2)	nval	8789	520	2.6518433E-6
				3)	nvad	10549	265	1.3514201E-6
		15)	nu	0	0	0.0
			1)	num	0	0	0.0
				1)	numb	1087	31307	1.5965627E-4
				2)	nume	4439	3796	1.9358456E-5
				3)	num_	9505	395	2.014381E-6
			2)	nue	0	0	0.0
				1)	nue_	1498	22524	1.1486561E-4
				2)	nues	4281	4184	2.1337139E-5
				3)	nued	4721	3157	1.6099748E-5
			3)	nui	0	0	0.0
				1)	nuin	2521	11542	5.886072E-5
				2)	nuit	7629	841	4.2888464E-6
			4)	nuc	0	0	0.0
				1)	nucl	2687	10312	5.258809E-5
			5)	nua	0	0	0.0
				1)	nual	3098	8033	4.096588E-5
				2)	nuat	6250	1511	7.705645E-6
			6)	nut	0	0	0.0
				1)	nute	4092	4621	2.3565706E-5
				2)	nutr	7273	981	5.0028043E-6
				3)	nuts	9899	338	1.7236981E-6
			7)	nuf	0	0	0.0
				1)	nufa	4161	4458	2.2734455E-5
			8)	nuo	0	0	0.0
				1)	nuou	6397	1424	7.261971E-6
			9)	nup	0	0	0.0
				1)	nup_	8158	671	3.4218976E-6
			10)	nus	0	0	0.0
				1)	nusu	8233	651	3.3199037E-6
				2)	nuse	8874	503	2.5651484E-6
				3)	nus_	9494	396	2.0194807E-6
			11)	nur	0	0	0.0
				1)	nurs	8966	483	2.4631545E-6
				2)	nurt	11161	216	1.1015348E-6
			12)	nul	0	0	0.0
				1)	null	10531	267	1.3616195E-6
		16)	nk	0	0	0.0
			1)	nks	0	0	0.0
				1)	nks_	2058	15416	7.8616955E-5
			2)	nki	0	0	0.0
				1)	nkin	2549	11354	5.7901976E-5
			3)	nke	0	0	0.0
				1)	nked	4212	4342	2.214289E-5
				2)	nker	7105	1051	5.3597832E-6
			4)	nkl	0	0	0.0
				1)	nkly	7022	1091	5.563771E-6
			5)	nkr	0	0	0.0
				1)	nkru	7901	756	3.855372E-6
			6)	nkn	0	0	0.0
				1)	nkno	8141	677	3.452496E-6
			7)	nkf	0	0	0.0
				1)	nkfu	10131	310	1.5809065E-6
			8)	nka	0	0	0.0
				1)	nkab	10329	289	1.4738129E-6
		17)	ny	0	0	0.0
			1)	nyt	0	0	0.0
				1)	nyth	3815	5340	2.723239E-5
			2)	nyo	0	0	0.0
				1)	nyon	4280	4184	2.1337139E-5
			3)	nyi	0	0	0.0
				1)	nyin	6951	1126	5.742261E-6
			4)	nyw	0	0	0.0
				1)	nywh	7348	948	4.834514E-6
				2)	nywa	7910	753	3.840073E-6
			5)	nyb	0	0	0.0
				1)	nybo	7962	734	3.7431787E-6
			6)	nym	0	0	0.0
				1)	nymo	9277	430	2.1928704E-6
			7)	nye	0	0	0.0
				1)	nyea	9519	393	2.0041816E-6
		18)	nh	0	0	0.0
			1)	nha	0	0	0.0
				1)	nhan	3888	5152	2.6273647E-5
				2)	nhab	6150	1583	8.072823E-6
				3)	nhap	9660	370	1.8868884E-6
			2)	nho	0	0	0.0
				1)	nhou	5705	1959	9.990309E-6
			3)	nhe	0	0	0.0
				1)	nher	7140	1039	5.298587E-6
				2)	nhea	10406	281	1.4330153E-6
			4)	nhu	0	0	0.0
				1)	nhum	7608	849	4.329644E-6
		19)	nj	0	0	0.0
			1)	njo	0	0	0.0
				1)	njoy	4334	4033	2.0567084E-5
			2)	nju	0	0	0.0
				1)	njus	5636	2005	1.0224896E-5
				2)	njur	6178	1568	7.996327E-6
				3)	njun	7384	937	4.7784174E-6
			3)	nje	0	0	0.0
				1)	njec	9405	410	2.0908765E-6
		20)	nq	0	0	0.0
			1)	nqu	0	0	0.0
				1)	nqui	5291	2336	1.1912895E-5
				2)	nque	7963	734	3.7431787E-6
				3)	nqua	11264	209	1.065837E-6
		21)	nr	0	0	0.0
			1)	nre	0	0	0.0
				1)	nres	5756	1909	9.735325E-6
				2)	nrea	6687	1260	6.42562E-6
				3)	nrel	8825	513	2.6161454E-6
				4)	nreg	9634	374	1.9072872E-6
				5)	nrep	11154	217	1.1066346E-6
			2)	nri	0	0	0.0
				1)	nric	7628	842	4.293946E-6
				2)	nrig	10550	265	1.3514201E-6
		22)	np	0	0	0.0
			1)	npr	0	0	0.0
				1)	npre	6615	1296	6.6092093E-6
				2)	npro	7048	1076	5.4872758E-6
			2)	npu	0	0	0.0
				1)	nput	7328	955	4.8702123E-6
				2)	npun	10950	232	1.18313E-6
			3)	npl	0	0	0.0
				1)	nple	10378	284	1.4483144E-6
				2)	npla	10880	237	1.2086285E-6
			4)	npa	0	0	0.0
				1)	npai	10838	240	1.2239276E-6
				2)	npar	11267	208	1.0607373E-6
			5)	npo	0	0	0.0
				1)	npow	11107	220	1.1219337E-6
		23)	nw	0	0	0.0
			1)	nwa	0	0	0.0
				1)	nwar	6778	1216	6.2012336E-6
				2)	nwan	10494	271	1.3820184E-6
			2)	nwi	0	0	0.0
				1)	nwil	8422	603	3.0751182E-6
			3)	nwo	0	0	0.0
				1)	nwor	10038	321	1.6370033E-6
		24)	n’	0	0	0.0
			1)	n’s	0	0	0.0
				1)	n’s_	6807	1199	6.1145383E-6
		25)	nx	0	0	0.0
			1)	nxi	0	0	0.0
				1)	nxio	8472	591	3.0139217E-6
				2)	nxie	8783	521	2.656943E-6
		26)	nz	0	0	0.0
			1)	nza	0	0	0.0
				1)	nza_	9711	362	1.8460909E-6
		27)	nb	0	0	0.0
			1)	nbe	0	0	0.0
				1)	nbel	10471	273	1.3922177E-6
			2)	nba	0	0	0.0
				1)	nbal	10609	259	1.320822E-6
			3)	nbu	0	0	0.0
				1)	nbun	10790	245	1.2494262E-6
			4)	nbr	0	0	0.0
				1)	nbri	11179	215	1.0964352E-6
	12)	s	0	0	0.0
		1)	si	0	0	0.0
			1)	sio	0	0	0.0
				1)	sion	34	205066	0.0010457748
			2)	sin	0	0	0.0
				1)	sing	182	97091	4.9513485E-4
				2)	sine	1948	16893	8.614921E-5
				3)	sinc	4752	3117	1.5895761E-5
				4)	sina	8895	498	2.5396498E-6
				5)	sint	9014	475	2.4223568E-6
				6)	sin_	9094	460	2.3458613E-6
				7)	sink	9377	413	2.1061755E-6
				8)	sinf	10348	287	1.4636134E-6
				9)	sins	10708	251	1.2800243E-6
			3)	sid	0	0	0.0
				1)	side	218	84930	4.3311738E-4
				2)	sidi	2790	9577	4.8839815E-5
				3)	sidy	7685	820	4.181753E-6
				4)	sidu	8350	620	3.161813E-6
			4)	sib	0	0	0.0
				1)	sibl	335	67833	3.4592784E-4
				2)	sibi	1027	32986	1.6821866E-4
			5)	sit	0	0	0.0
				1)	siti	340	66613	3.3970622E-4
				2)	situ	689	44422	2.265388E-4
				3)	sity	2859	9196	4.689683E-5
				4)	sitt	3448	6561	3.345912E-5
				5)	site	3517	6279	3.2021006E-5
				6)	sit_	3706	5678	2.8956088E-5
				7)	sita	6351	1451	7.3996625E-6
				8)	sits	7265	984	5.0181034E-6
				9)	sito	7988	727	3.7074808E-6
			6)	sis	0	0	0.0
				1)	sis_	505	55333	2.8218163E-4
				2)	sist	1117	30334	1.5469425E-4
				3)	sise	3110	7934	4.0461007E-5
				4)	sisi	8191	661	3.3709007E-6
			7)	sig	0	0	0.0
				1)	sign	786	40895	2.0855217E-4
				2)	sigh	4830	2984	1.5217501E-5
				3)	sige	11185	214	1.0913354E-6
			8)	siv	0	0	0.0
				1)	sive	1063	31983	1.6310366E-4
				2)	sivi	10848	239	1.218828E-6
			9)	sim	0	0	0.0
				1)	simp	1382	24203	1.23428E-4
				2)	simi	3197	7568	3.8594517E-5
				3)	simu	7430	917	4.6764235E-6
			10)	sic	0	0	0.0
				1)	sic_	2799	9541	4.8656224E-5
				2)	sica	4268	4204	2.1439133E-5
				3)	sick	8226	652	3.3250035E-6
			11)	siz	0	0	0.0
				1)	size	2852	9262	4.7233407E-5
			12)	sir	0	0	0.0
				1)	sire	3823	5324	2.7150794E-5
				2)	sira	5726	1937	9.878116E-6
			13)	sie	0	0	0.0
				1)	sier	4022	4823	2.4595845E-5
				2)	sies	8329	627	3.197511E-6
			14)	sif	0	0	0.0
				1)	sifi	4743	3128	1.5951857E-5
				2)	sify	6429	1405	7.1650766E-6
			15)	sil	0	0	0.0
				1)	sile	5280	2352	1.1994491E-5
				2)	sily	5646	1999	1.0194298E-5
				3)	sil_	8273	640	3.263807E-6
				4)	sill	11282	207	1.0556377E-6
				5)	sili	11309	204	1.0403385E-6
			16)	sia	0	0	0.0
				1)	sias	6046	1667	8.501197E-6
				2)	sial	6352	1451	7.3996625E-6
				3)	sia_	7615	846	4.314345E-6
			17)	six	0	0	0.0
				1)	sixt	7824	779	3.972665E-6
				2)	sixm	9656	370	1.8868884E-6
		2)	se	0	0	0.0
			1)	sed	0	0	0.0
				1)	sed_	44	183230	9.3441777E-4
				2)	sedl	8793	519	2.6467435E-6
			2)	sen	0	0	0.0
				1)	sent	207	88962	4.536794E-4
				2)	sens	1496	22530	1.1489621E-4
				3)	senc	3294	7137	3.639655E-5
				4)	send	3476	6447	3.2877757E-5
				5)	seng	4011	4853	2.4748837E-5
				6)	sen_	4427	3826	1.9511446E-5
				7)	seni	6552	1325	6.7571004E-6
				8)	sene	9488	397	2.0245802E-6
				9)	sena	10149	308	1.5707071E-6
			3)	ses	0	0	0.0
				1)	ses_	227	82733	4.2191337E-4
				2)	sess	1666	20106	1.0253454E-4
				3)	sest	9328	421	2.146973E-6
			4)	ser	0	0	0.0
				1)	serv	364	64117	3.2697737E-4
				2)	seri	1266	26863	1.369932E-4
				3)	ser_	3523	6267	3.195981E-5
				4)	sers	4512	3592	1.8318116E-5
				5)	sert	5013	2702	1.3779386E-5
				6)	sery	8726	534	2.723239E-6
			5)	sec	0	0	0.0
				1)	secu	893	37366	1.9055534E-4
				2)	sect	949	35354	1.8029474E-4
				3)	seco	1090	31188	1.5904939E-4
				4)	secr	4586	3402	1.7349175E-5
			6)	see	0	0	0.0
				1)	see_	995	33917	1.7296648E-4
				2)	seem	2217	14102	7.191595E-5
				3)	seek	2525	11513	5.871283E-5
				4)	seen	2679	10377	5.291957E-5
				5)	seei	5189	2464	1.2565657E-5
				6)	sees	7026	1088	5.548472E-6
				7)	seed	7432	916	4.671324E-6
				8)	seea	8862	505	2.5753477E-6
			7)	sel	0	0	0.0
				1)	self	1035	32674	1.6662755E-4
				2)	selv	1629	20551	1.04803905E-4
				3)	sely	2306	13385	6.825946E-5
				4)	sele	4695	3193	1.6283337E-5
				5)	sels	5207	2448	1.2484062E-5
				6)	sell	5416	2200	1.1219337E-5
				7)	sel_	6724	1241	6.3287257E-6
				8)	sela	11015	227	1.1576316E-6
			8)	set	0	0	0.0
				1)	set_	1277	26595	1.3562648E-4
				2)	sett	2694	10299	5.2521795E-5
				3)	sets	4530	3554	1.8124329E-5
				4)	seta	8848	509	2.5957465E-6
				5)	setb	10307	291	1.4840123E-6
			9)	sea	0	0	0.0
				1)	sear	1710	19634	1.0012748E-4
				2)	seas	2961	8715	4.4443874E-5
				3)	sea_	4546	3516	1.793054E-5
				4)	seat	5530	2098	1.0699167E-5
				5)	seal	8588	563	2.8711304E-6
				6)	seaf	9147	451	2.299964E-6
				7)	seam	10457	274	1.3973174E-6
			10)	sev	0	0	0.0
				1)	seve	2242	13935	7.10643E-5
			11)	seq	0	0	0.0
				1)	sequ	2281	13608	6.93967E-5
			12)	sep	0	0	0.0
				1)	sepa	3749	5551	2.8308426E-5
			13)	sef	0	0	0.0
				1)	sefu	3760	5526	2.8180933E-5
				2)	sefi	8017	719	3.6666831E-6
			14)	sex	0	0	0.0
				1)	sexu	4340	4002	2.0408994E-5
				2)	sex_	6954	1124	5.7320613E-6
				3)	sexe	10011	323	1.6472027E-6
			15)	sew	0	0	0.0
				1)	sewh	5388	2232	1.1382527E-5
			16)	sem	0	0	0.0
				1)	semi	5436	2181	1.1122443E-5
				2)	semb	6134	1593	8.1238195E-6
				3)	seme	6358	1442	7.3537653E-6
			17)	seu	0	0	0.0
				1)	seur	6208	1545	7.8790345E-6
			18)	seh	0	0	0.0
				1)	seho	7752	801	4.0848586E-6
			19)	sei	0	0	0.0
				1)	seiz	8213	656	3.3454023E-6
			20)	seg	0	0	0.0
				1)	segm	10199	302	1.540109E-6
				2)	segr	10553	264	1.3463205E-6
			21)	seb	0	0	0.0
				1)	seby	10288	293	1.4942117E-6
		3)	sh	0	0	0.0
			1)	sho	0	0	0.0
				1)	shou	66	161109	8.2160736E-4
				2)	show	1497	22529	1.1489111E-4
				3)	shor	2008	16031	8.175327E-5
				4)	shol	5837	1844	9.403844E-6
				5)	shoc	5952	1743	8.888775E-6
				6)	shop	6048	1665	8.490998E-6
				7)	shot	8564	568	2.8966288E-6
				8)	shoo	9208	441	2.2489671E-6
				9)	shoe	10290	292	1.4891119E-6
				10)	shon	10312	290	1.4789126E-6
			2)	shi	0	0	0.0
				1)	ship	1020	33185	1.6923349E-4
				2)	shin	1769	18856	9.6159914E-5
				3)	shif	5881	1814	9.2508535E-6
				4)	shio	6560	1323	6.7469014E-6
				5)	shie	10107	313	1.5962056E-6
				6)	shir	10168	306	1.5605077E-6
			3)	sha	0	0	0.0
				1)	shal	1808	18304	9.334488E-5
				2)	shar	1844	17933	9.1452894E-5
				3)	shad	4941	2806	1.4309754E-5
				4)	shap	5151	2524	1.2871639E-5
				5)	sham	5264	2369	1.2081186E-5
				6)	shak	8653	551	2.809934E-6
				7)	shab	10242	298	1.5197102E-6
			4)	she	0	0	0.0
				1)	shed	1815	18250	9.3069495E-5
				2)	sher	2529	11496	5.8626134E-5
				3)	shes	3632	5924	3.0210615E-5
				4)	shee	6276	1493	7.61385E-6
				5)	shel	6973	1116	5.6912636E-6
			5)	shm	0	0	0.0
				1)	shme	3412	6703	3.418328E-5
			6)	shr	0	0	0.0
				1)	shri	5980	1721	8.776581E-6
			7)	shu	0	0	0.0
				1)	shut	7918	751	3.8298735E-6
		4)	sp	0	0	0.0
			1)	spe	0	0	0.0
				1)	spec	101	128964	6.5767753E-4
				2)	spea	1481	22757	1.1605384E-4
				3)	spen	2250	13858	7.0671624E-5
				4)	spee	2315	13309	6.7871886E-5
				5)	sper	3929	5066	2.5835072E-5
				6)	spel	7504	887	4.523433E-6
			2)	spo	0	0	0.0
				1)	spon	482	56550	2.8838796E-4
				2)	spor	1383	24178	1.2330052E-4
				3)	spok	3658	5831	2.9736342E-5
				4)	spos	3776	5448	2.7783157E-5
				5)	spot	7092	1055	5.380182E-6
				6)	spou	8523	579	2.9527255E-6
				7)	spoi	10874	237	1.2086285E-6
			3)	spa	0	0	0.0
				1)	spar	1892	17466	8.9071335E-5
				2)	spac	4437	3798	1.9368656E-5
				3)	spap	6283	1484	7.5679527E-6
				4)	spai	8909	495	2.5243507E-6
				5)	spat	9770	354	1.8052933E-6
				6)	span	10425	278	1.4177162E-6
			4)	spi	0	0	0.0
				1)	spit	2446	12194	6.2185725E-5
				2)	spir	2822	9392	4.789637E-5
				3)	spic	5669	1982	1.0107602E-5
				4)	spil	9560	387	1.9735833E-6
				5)	spin	10737	248	1.2647253E-6
			5)	spr	0	0	0.0
				1)	spre	4121	4560	2.3254624E-5
				2)	spri	6003	1700	8.669487E-6
				3)	spro	7081	1062	5.41588E-6
				4)	spra	11363	200	1.0199398E-6
			6)	spu	0	0	0.0
				1)	sput	4348	3990	2.0347798E-5
				2)	spur	9882	339	1.7287978E-6
			7)	sph	0	0	0.0
				1)	sphe	4549	3504	1.7869344E-5
			8)	spl	0	0	0.0
				1)	spla	4828	2985	1.52226E-5
				2)	spli	7157	1030	5.2526893E-6
				3)	sple	8072	698	3.5595897E-6
		5)	su	0	0	0.0
			1)	sur	0	0	0.0
				1)	sure	140	110782	5.649548E-4
				2)	suri	3135	7838	3.9971437E-5
				3)	sura	3825	5319	2.7125296E-5
				4)	surp	3827	5316	2.7109998E-5
				5)	surv	4027	4813	2.4544848E-5
				6)	surr	5178	2482	1.2657451E-5
				7)	surd	6408	1417	7.226273E-6
				8)	surf	7867	767	3.911469E-6
