Italian	4	205693006	11141
				5)	luna	5440	2817	8.225252E-6
				6)	luno	9243	445	1.2993387E-6
				7)	lunn	10479	263	7.679237E-7
			2)	lup	0	0	0.0
				1)	lupp	593	73694	2.1517632E-4
			3)	luz	0	0	0.0
				1)	luzi	781	59349	1.732909E-4
				2)	luzz	7901	847	2.4731232E-6
			4)	lut	0	0	0.0
				1)	luta	1177	42008	1.2265757E-4
				2)	lute	2547	15395	4.4951277E-5
				3)	luto	4133	5893	1.7206748E-5
				4)	luti	4208	5670	1.6555618E-5
				5)	lutt	7133	1228	3.5855908E-6
			5)	lus	0	0	0.0
				1)	lusi	1508	31922	9.320784E-5
				2)	luso	3201	10472	3.0576797E-5
				3)	lust	4460	4876	1.4237247E-5
				4)	luss	4644	4446	1.2981707E-5
				5)	lusa	5830	2283	6.6660455E-6
				6)	luse	6407	1713	5.001724E-6
				7)	lusc	10561	254	7.41645E-7
			6)	luo	0	0	0.0
				1)	luog	1559	30718	8.969232E-5
				2)	luom	3715	7481	2.1843489E-5
				3)	luo_	8616	602	1.757757E-6
				4)	luor	9847	347	1.0131922E-6
			7)	lud	0	0	0.0
				1)	lude	2252	19061	5.565549E-5
				2)	ludo	5516	2710	7.912827E-6
				3)	luda	7476	1037	3.027897E-6
				4)	ludi	8515	629	1.8365932E-6
			8)	lue	0	0	0.0
				1)	lue_	2280	18616	5.4356155E-5
				2)	luen	4096	6010	1.7548371E-5
				3)	luem	7659	958	2.797228E-6
			9)	luc	0	0	0.0
				1)	luce	3488	8639	2.5224688E-5
				2)	lucr	5882	2229	6.5083727E-6
				3)	luci	8326	684	1.9971858E-6
				4)	lucl	10075	315	9.197566E-7
				5)	lucc	10844	227	6.628087E-7
			10)	lul	0	0	0.0
				1)	lult	3919	6626	1.9347006E-5
				2)	lule	7527	1012	2.9549005E-6
				3)	lula	8893	526	1.5358474E-6
			11)	lui	0	0	0.0
				1)	lui_	4850	3883	1.1337825E-5
				2)	luir	7658	958	2.797228E-6
				3)	luis	8435	654	1.9095899E-6
				4)	luit	10912	221	6.4528956E-7
			12)	lug	0	0	0.0
				1)	lugl	5023	3533	1.0315873E-5
				2)	lugu	6757	1436	4.192922E-6
			13)	luf	0	0	0.0
				1)	luff	5755	2351	6.864596E-6
			14)	lur	0	0	0.0
				1)	luri	6051	2039	5.9535987E-6
				2)	lura	6132	1963	5.7316893E-6
				3)	lurg	7674	951	2.776789E-6
			15)	lum	0	0	0.0
				1)	lume	6846	1382	4.0352493E-6
				2)	luma	7047	1265	3.6936256E-6
				3)	lumi	7268	1160	3.3870401E-6
			16)	luv	0	0	0.0
				1)	luvi	7712	935	2.7300712E-6
			17)	lub	0	0	0.0
				1)	lub_	9561	390	1.1387463E-6
				2)	lubi	10018	323	9.431155E-7
			18)	lua	0	0	0.0
				1)	lua_	10191	301	8.788785E-7
		5)	lt	0	0	0.0
			1)	lto	0	0	0.0
				1)	lto_	353	106855	3.1200188E-4
				2)	ltor	3731	7416	2.1653697E-5
				3)	ltos	8626	600	1.7519172E-6
			2)	ltr	0	0	0.0
				1)	ltre	362	105515	3.0808925E-4
				2)	ltri	942	51407	1.5010135E-4
				3)	ltro	1121	43984	1.2842721E-4
				4)	ltra	2391	17004	4.9649338E-5
				5)	ltru	9826	350	1.0219518E-6
			3)	lta	0	0	0.0
				1)	lta_	778	59780	1.7454936E-4
				2)	ltat	1478	32881	9.6007985E-5
				3)	ltan	1859	24748	7.226075E-5
				4)	ltaz	4086	6059	1.7691445E-5
				5)	ltar	4391	5071	1.4806621E-5
				6)	ltam	6436	1689	4.9316473E-6
				7)	ltas	8414	660	1.927109E-6
				8)	ltav	11106	203	5.92732E-7
			4)	lti	0	0	0.0
				1)	lti_	1161	42835	1.250723E-4
				2)	ltim	1287	37789	1.1033867E-4
				3)	ltiv	4759	4100	1.1971435E-5
				4)	ltil	5212	3161	9.229684E-6
				5)	ltis	5676	2459	7.179941E-6
				6)	ltin	5991	2104	6.14339E-6
				7)	ltip	6446	1681	4.9082882E-6
				8)	ltic	6908	1337	3.9038555E-6
				9)	ltif	9685	368	1.0745092E-6
				10)	ltit	10408	271	7.912826E-7
				11)	ltie	10523	258	7.5332446E-7
				12)	ltir	10870	224	6.5404913E-7
			5)	lte	0	0	0.0
				1)	lte_	1419	34154	9.972497E-5
				2)	lter	1663	28164	8.2235E-5
				3)	ltez	6779	1422	4.152044E-6
				4)	ltep	6963	1305	3.8104201E-6
				5)	ltes	8942	512	1.4949694E-6
			6)	ltu	0	0	0.0
				1)	ltur	1504	31984	9.338887E-5
			7)	ltà	0	0	0.0
				1)	ltà_	1527	31448	9.182382E-5
		6)	lm	0	0	0.0
			1)	lme	0	0	0.0
				1)	lmen	377	100784	2.9427538E-4
			2)	lma	0	0	0.0
				1)	lman	6525	1614	4.7126573E-6
				2)	lmar	7173	1206	3.5213538E-6
				3)	lma_	8832	544	1.588405E-6
				4)	lmat	10060	316	9.2267646E-7
			3)	lmo	0	0	0.0
				1)	lmon	8329	683	1.9942659E-6
			4)	lmi	0	0	0.0
				1)	lmin	9438	411	1.2000634E-6
		7)	lo	0	0	0.0
			1)	lor	0	0	0.0
				1)	loro	416	95490	2.7881764E-4
				2)	lora	2189	19810	5.784247E-5
				3)	lori	2655	14275	4.1681033E-5
				4)	lore	2967	11947	3.4883593E-5
				5)	lord	3059	11389	3.325431E-5
				6)	lorg	4253	5518	1.6111799E-5
				7)	loru	7480	1036	3.024977E-6
				8)	lorc	8753	568	1.6584817E-6
				9)	lorl	11083	205	5.985717E-7
			2)	lon	0	0	0.0
				1)	lono	1051	46941	1.3706124E-4
				2)	lont	2303	18174	5.3065574E-5
				3)	lonu	5661	2483	7.250018E-6
				4)	loni	6277	1820	5.314149E-6
				5)	lon_	6636	1520	4.4381904E-6
				6)	lone	6811	1402	4.0936466E-6
				7)	lona	7320	1128	3.2936045E-6
				8)	lonn	9848	347	1.0131922E-6
				9)	lond	10149	307	8.963977E-7
			3)	log	0	0	0.0
				1)	logi	1382	35153	1.0264191E-4
				2)	logo	2550	15346	4.4808203E-5
				3)	loga	5192	3196	9.3318795E-6
				4)	logh	5772	2337	6.8237177E-6
				5)	logg	6760	1434	4.187082E-6
			4)	lot	0	0	0.0
				1)	lott	1635	28647	8.364529E-5
				2)	lota	6809	1403	4.0965665E-6
			5)	loc	0	0	0.0
				1)	locc	2225	19340	5.6470133E-5
				2)	loca	2543	15430	4.505347E-5
				3)	loci	6114	1976	5.7696475E-6
				4)	locu	6971	1298	3.789981E-6
				5)	loce	7194	1198	3.4979948E-6
				6)	loco	7657	959	2.8001477E-6
				7)	locs	8812	549	1.6030043E-6
				8)	locm	10279	288	8.409203E-7
			6)	lob	0	0	0.0
				1)	loba	2258	18987	5.543942E-5
				2)	lobi	3281	9954	2.9064307E-5
				3)	lobb	4576	4603	1.3440125E-5
				4)	lobe	10486	262	7.650039E-7
			7)	lop	0	0	0.0
				1)	lopp	3990	6380	1.862872E-5
				2)	lopi	4398	5041	1.4719025E-5
				3)	lope	5649	2504	7.3113347E-6
				4)	lopa	9161	461	1.3460565E-6
				5)	lopz	10032	321	9.3727573E-7
			8)	los	0	0	0.0
				1)	losi	4964	3653	1.06662565E-5
				2)	loso	4966	3650	1.0657497E-5
				3)	losa	5818	2295	6.7010837E-6
				4)	lose	5943	2166	6.3244215E-6
				5)	loss	6104	1990	5.8105256E-6
				6)	losc	7784	900	2.627876E-6
				7)	lost	9987	328	9.577147E-7
			9)	lom	0	0	0.0
				1)	loma	5054	3457	1.0093963E-5
				2)	lomc	5249	3092	9.028214E-6
				3)	lome	5663	2479	7.238338E-6
				4)	lomi	8653	594	1.7343981E-6
				5)	lomb	8914	520	1.5183283E-6
				6)	lomo	8966	506	1.4774503E-6
				7)	loms	10204	299	8.730388E-7
			10)	loq	0	0	0.0
				1)	loqu	5585	2607	7.6120805E-6
			11)	lod	0	0	0.0
				1)	lodi	6569	1583	4.6221417E-6
				2)	lode	7315	1130	3.2994442E-6
				3)	loda	9324	430	1.2555407E-6
			12)	lof	0	0	0.0
				1)	loff	7282	1151	3.3607614E-6
			13)	lov	0	0	0.0
				1)	lova	7386	1090	3.1826498E-6
				2)	love	7813	889	2.5957575E-6
			14)	lol	0	0	0.0
				1)	lola	7886	853	2.4906424E-6
				2)	loli	9307	433	1.2643003E-6
			15)	loi	0	0	0.0
				1)	loil	9849	347	1.0131922E-6
			16)	lo”	0	0	0.0
				1)	lo”_	10499	261	7.62084E-7
		8)	lc	0	0	0.0
			1)	lcu	0	0	0.0
				1)	lcun	518	81770	2.3875713E-4
			2)	lch	0	0	0.0
				1)	lche	2858	12715	3.7126047E-5
			3)	lco	0	0	0.0
				1)	lcos	3861	6834	1.9954337E-5
				2)	lcol	4641	4454	1.3005066E-5
				3)	lcoo	9605	383	1.1183072E-6
				4)	lcon	10790	232	6.77408E-7
			4)	lci	0	0	0.0
				1)	lcio	7263	1162	3.3928798E-6
				2)	lcia	9002	497	1.4511714E-6
			5)	lca	0	0	0.0
				1)	lcan	8057	776	2.265813E-6
			6)	lcr	0	0	0.0
				1)	lcro	9644	375	1.0949483E-6
		9)	le	0	0	0.0
			1)	leg	0	0	0.0
				1)	lega	948	51175	1.4942394E-4
				2)	legi	1172	42301	1.2351309E-4
				3)	legh	1188	41588	1.2143123E-4
				4)	legg	2237	19201	5.6064273E-5
				5)	legr	5028	3524	1.0289594E-5
				6)	legn	7363	1103	3.220608E-6
				7)	legu	11070	205	5.985717E-7
			2)	let	0	0	0.0
				1)	lett	1012	48597	1.4189654E-4
				2)	leta	2881	12557	3.6664707E-5
				3)	leti	5246	3095	9.036973E-6
				4)	leto	5926	2186	6.382819E-6
				5)	lete	6150	1941	5.6674526E-6
				6)	letà	7592	982	2.8673046E-6
			3)	lem	0	0	0.0
				1)	lema	1187	41608	1.21489626E-4
				2)	lemi	1446	33492	9.779202E-5
				3)	leme	1481	32823	9.583864E-5
				4)	lemb	8769	563	1.6438823E-6
				5)	lemm	9384	417	1.2175825E-6
				6)	lemo	10979	213	6.219306E-7
			4)	leu	0	0	0.0
				1)	leur	1192	41527	1.2125311E-4
			5)	lev	0	0	0.0
				1)	leva	1340	36362	1.06172025E-4
				2)	levi	4692	4307	1.2575846E-5
				3)	levo	5124	3314	9.676423E-6
				4)	leve	6470	1663	4.855731E-6
			6)	les	0	0	0.0
				1)	less	1609	29380	8.578555E-5
				2)	lest	2701	13927	4.066492E-5
				3)	lese	3038	11519	3.3633893E-5
				4)	lesi	3708	7497	2.1890206E-5
				5)	lesp	4079	6072	1.7729402E-5
				6)	lesa	5685	2451	7.156582E-6
				7)	lesc	5987	2109	6.1579894E-6
				8)	lesb	7787	899	2.624956E-6
				9)	leso	9912	337	9.839936E-7
			7)	lei	0	0	0.0
				1)	lei_	1672	27903	8.1472914E-5
			8)	len	0	0	0.0
				1)	lent	2151	20250	5.9127207E-5
				2)	lenz	2683	14053	4.103282E-5
				3)	lene	3469	8769	2.5604271E-5
				4)	lenc	4199	5689	1.6611095E-5
				5)	lend	4549	4653	1.3586118E-5
				6)	lena	4741	4152	1.2123268E-5
				7)	lenn	6075	2022	5.903961E-6
				8)	leno	7418	1067	3.115493E-6
				9)	leni	9308	433	1.2643003E-6
				10)	lenf	10871	224	6.5404913E-7
			9)	lez	0	0	0.0
				1)	lezi	2630	14534	4.2437277E-5
				2)	lezz	4989	3599	1.0508584E-5
			10)	lec	0	0	0.0
				1)	leco	3035	11538	3.3689368E-5
				2)	leci	4562	4631	1.3521882E-5
				3)	lecc	5221	3137	9.1596075E-6
			11)	lea	0	0	0.0
				1)	lea_	3162	10707	3.1262964E-5
				2)	lear	3217	10381	3.0311088E-5
				3)	lead	4698	4287	1.2517449E-5
				4)	leal	5553	2651	7.740555E-6
				5)	lean	5814	2298	6.709843E-6
				6)	leat	6843	1383	4.038169E-6
			12)	ler	0	0	0.0
				1)	lera	3395	9191	2.6836453E-5
				2)	lere	4648	4431	1.293791E-5
				3)	ler_	5846	2267	6.6193275E-6
				4)	lerà	6823	1392	4.064448E-6
				5)	leri	6858	1372	4.006051E-6
				6)	lero	7553	1001	2.922782E-6
				7)	lers	7615	978	2.855625E-6
				8)	lerò	8786	556	1.6234434E-6
				9)	lerg	9070	482	1.4073736E-6
				10)	lert	9280	438	1.2788996E-6
				11)	lerr	9835	348	1.016112E-6
				12)	lerc	10353	277	8.088018E-7
				13)	lerm	10762	234	6.832477E-7
			13)	lef	0	0	0.0
				1)	leff	3651	7835	2.287712E-5
				2)	lefo	6413	1710	4.9929645E-6
				3)	lefa	10672	243	7.095265E-7
			14)	lel	0	0	0.0
				1)	lele	4535	4680	1.3664955E-5
				2)	lela	5119	3321	9.696862E-6
				3)	leli	6227	1869	5.4572224E-6
				4)	lelo	8642	596	1.7402378E-6
			15)	leq	0	0	0.0
				1)	lequ	5631	2532	7.393091E-6
			16)	lex	0	0	0.0
				1)	lex_	6236	1863	5.4397033E-6
			17)	lep	0	0	0.0
				1)	lepo	6670	1496	4.368114E-6
				2)	lepi	8911	521	1.5212481E-6
			18)	leb	0	0	0.0
				1)	lebr	6834	1388	4.052769E-6
				2)	leba	9030	492	1.4365721E-6
			19)	le”	0	0	0.0
				1)	le”_	7014	1280	3.7374236E-6
			20)	led	0	0	0.0
				1)	ledì	7073	1255	3.664427E-6
				2)	ledi	7605	980	2.861465E-6
				3)	ledu	7980	809	2.3621685E-6
				4)	lede	10390	272	7.942025E-7
			21)	leo	0	0	0.0
				1)	leo_	8955	508	1.48329E-6
			22)	lee	0	0	0.0
				1)	lee_	10547	256	7.474847E-7
		10)	l’	0	0	0.0
			1)	l’u	0	0	0.0
				1)	l’un	1410	34452	1.0059509E-4
				2)	l’ue	5149	3271	9.550869E-6
				3)	l’ul	6334	1777	5.188595E-6
				4)	l’uo	7051	1264	3.6907059E-6
				5)	l’us	7099	1240	3.620629E-6
				6)	l’uc	7791	897	2.6191162E-6
				7)	l’ut	8230	717	2.093541E-6
				8)	l’ug	8532	624	1.8219939E-6
				9)	l’uf	9076	481	1.4044537E-6
				10)	l’um	9986	328	9.577147E-7
				11)	l’ur	10148	307	8.963977E-7
			2)	l’i	0	0	0.0
				1)	l’in	1875	24472	7.1454866E-5
				2)	l’im	3483	8662	2.5291845E-5
				3)	l’is	5319	2997	8.750827E-6
				4)	l’ir	5898	2216	6.4704145E-6
				5)	l’id	6174	1918	5.6002955E-6
				6)	l’it	9816	351	1.0248716E-6
				7)	l’iv	10207	298	8.701189E-7
				8)	l’ip	10932	218	6.3652993E-7
			3)	l’o	0	0	0.0
				1)	l’on	2845	12795	3.7359638E-5
				2)	l’op	4865	3850	1.1241469E-5
				3)	l’or	4899	3773	1.101664E-5
				4)	l’oc	5189	3198	9.337719E-6
				5)	l’ob	5359	2937	8.575636E-6
				6)	l’om	6939	1320	3.854218E-6
				7)	l’ot	7774	903	2.6366356E-6
				8)	l’os	8072	771	2.2512138E-6
				9)	l’ol	8580	611	1.7840358E-6
				10)	l’of	10560	254	7.41645E-7
				11)	l’od	10680	243	7.095265E-7
			4)	l’e	0	0	0.0
				1)	l’eu	2985	11806	3.4471894E-5
				2)	l’es	3615	8056	2.3522409E-5
				3)	l’en	5354	2947	8.604834E-6
				4)	l’ec	5493	2735	7.985823E-6
				5)	l’em	5811	2299	6.712763E-6
				6)	l’el	6087	2006	5.8572437E-6
				7)	l’ef	6318	1790	5.226553E-6
				8)	l’ev	8082	768	2.2424542E-6
				9)	l’eq	8325	684	1.9971858E-6
				10)	l’ep	8598	607	1.7723563E-6
				11)	l’et	8775	560	1.6351228E-6
				12)	l’er	8849	540	1.5767256E-6
				13)	l’ex	9405	415	1.2117428E-6
				14)	l’eg	10372	275	8.0296206E-7
				15)	l’ed	10522	258	7.5332446E-7
			5)	l’a	0	0	0.0
				1)	l’am	3654	7827	2.2853761E-5
				2)	l’al	3845	6903	2.0155809E-5
				3)	l’at	3922	6623	1.9338248E-5
				4)	l’ac	4002	6334	1.8494407E-5
				5)	l’as	4043	6218	1.8155702E-5
				6)	l’ap	4273	5433	1.586361E-5
				7)	l’ar	4321	5264	1.5370155E-5
				8)	l’ad	4855	3871	1.1302786E-5
				9)	l’ag	4993	3588	1.0476465E-5
				10)	l’au	5111	3337	9.7435795E-6
				11)	l’an	5251	3088	9.016534E-6
				12)	l’af	6666	1498	4.3739533E-6
				13)	l’av	7016	1278	3.7315838E-6
				14)	l’ab	7134	1226	3.579751E-6
				15)	l’ai	7231	1180	3.4454374E-6
				16)	l’az	7604	980	2.861465E-6
			6)	l’h	0	0	0.0
				1)	l’ha	9489	403	1.1767045E-6
				2)	l’ho	11090	204	5.956519E-7
		11)	lg	0	0	0.0
			1)	lge	0	0	0.0
				1)	lger	2019	22093	6.450852E-5
				2)	lge_	5117	3330	9.723141E-6
				3)	lgen	5765	2345	6.8470767E-6
				4)	lges	10713	240	7.007669E-7
			2)	lgo	0	0	0.0
				1)	lgo_	3642	7857	2.2941356E-5
				2)	lgon	4809	3996	1.1667769E-5
			3)	lgi	0	0	0.0
				1)	lgim	4416	5003	1.460807E-5
				2)	lgia	8544	621	1.8132343E-6
				3)	lgi_	10501	260	7.5916415E-7
			4)	lga	0	0	0.0
				1)	lga_	4733	4168	1.2169985E-5
				2)	lgar	7143	1222	3.5680716E-6
				3)	lgan	7508	1020	2.9782593E-6
				4)	lgaz	9480	405	1.1825441E-6
				5)	lgat	10581	251	7.328854E-7
			5)	lgr	0	0	0.0
				1)	lgra	5785	2326	6.7915994E-6
			6)	lgh	0	0	0.0
				1)	lghe	10673	243	7.095265E-7
		12)	ls	0	0	0.0
			1)	lsi	0	0	0.0
				1)	lsia	2965	11958	3.4915713E-5
				2)	lsio	8032	783	2.286252E-6
				3)	lsi_	8270	705	2.0585028E-6
				4)	lsif	8489	637	1.8599521E-6
				5)	lsiv	9393	416	1.2146627E-6
			2)	lso	0	0	0.0
				1)	lso_	5557	2642	7.714276E-6
			3)	lsa	0	0	0.0
				1)	lsa_	8277	702	2.0497432E-6
			4)	lse	0	0	0.0
				1)	lse_	8305	691	2.0176246E-6
		13)	lv	0	0	0.0
			1)	lve	0	0	0.0
				1)	lver	3087	11216	3.2749173E-5
				2)	lve_	8500	633	1.8482727E-6
				3)	lven	8605	605	1.7665166E-6
			2)	lva	0	0	0.0
				1)	lvag	4044	6215	1.8146944E-5
				2)	lvar	6766	1431	4.178323E-6
				3)	lvat	6996	1288	3.7607824E-6
				4)	lva_	9188	457	1.334377E-6
				5)	lvan	10890	222	6.482094E-7
			3)	lvo	0	0	0.0
				1)	lvol	4729	4187	1.2225462E-5
				2)	lvo_	8897	525	1.5329276E-6
				3)	lvon	10427	269	7.854429E-7
			4)	lvi	0	0	0.0
				1)	lvic	9825	350	1.0219518E-6
				2)	lvib	10052	318	9.2851616E-7
		14)	lx	0	0	0.0
			1)	lxb	0	0	0.0
				1)	lxbc	3740	7385	2.1563183E-5
		15)	lp	0	0	0.0
			1)	lpi	0	0	0.0
				1)	lpit	3965	6483	1.8929466E-5
				2)	lpis	6161	1929	5.6324143E-6
				3)	lpir	8149	745	2.1752974E-6
				4)	lpi_	9787	354	1.0336312E-6
				5)	lpin	9940	334	9.75234E-7
			2)	lpe	0	0	0.0
				1)	lpev	6700	1473	4.300957E-6
				2)	lpes	8733	574	1.6760009E-6
				3)	lpe_	10307	285	8.321607E-7
			3)	lpa	0	0	0.0
				1)	lpa_	6872	1359	3.9680926E-6
			4)	lpo	0	0	0.0
				1)	lpo_	7074	1253	3.6585873E-6
		16)	ln	0	0	0.0
			1)	lne	0	0	0.0
				1)	lner	5499	2726	7.959544E-6
				2)	lnea	9850	347	1.0131922E-6
		17)	lq	0	0	0.0
			1)	lqu	0	0	0.0
				1)	lqua	5816	2296	6.7040037E-6
		18)	lb	0	0	0.0
			1)	lba	0	0	0.0
				1)	lban	6044	2048	5.9798776E-6
			2)	lbe	0	0	0.0
				1)	lber	8263	707	2.0643424E-6
		19)	ld	0	0	0.0
			1)	lda	0	0	0.0
				1)	ldam	6235	1864	5.442623E-6
				2)	ldat	6881	1356	3.959333E-6
				3)	lda_	10509	259	7.562443E-7
				4)	ldar	10577	252	7.3580526E-7
			2)	ldi	0	0	0.0
				1)	ldi_	6260	1841	5.375466E-6
			3)	lde	0	0	0.0
				1)	ldem	6427	1699	4.9608457E-6
				2)	ldeg	10470	264	7.708436E-7
				3)	lde_	10974	214	6.248505E-7
			4)	ldo	0	0	0.0
				1)	ldo_	8907	522	1.524168E-6
				2)	ldov	9999	325	9.489552E-7
		20)	lh	0	0	0.0
			1)	lha	0	0	0.0
				1)	lha_	7262	1165	3.4016393E-6
				2)	lhan	8044	780	2.2774925E-6
			2)	lho	0	0	0.0
				1)	lho_	7695	942	2.75051E-6
			3)	lhi	0	0	0.0
				1)	lhiv	9698	366	1.0686696E-6
		21)	lz	0	0	0.0
			1)	lza	0	0	0.0
				1)	lzar	7982	808	2.3592486E-6
				2)	lzat	8282	700	2.0439036E-6
				3)	lzan	9777	356	1.0394709E-6
				4)	lzam	10051	318	9.2851616E-7
			2)	lzo	0	0	0.0
				1)	lzo_	9347	425	1.2409414E-6
		22)	lf	0	0	0.0
			1)	lfa	0	0	0.0
				1)	lfab	9051	487	1.4219729E-6
			2)	lfo	0	0	0.0
				1)	lfo_	9279	438	1.2788996E-6
	10)	p	0	0	0.0
		1)	pe	0	0	0.0
			1)	per	0	0	0.0
				1)	per_	18	754711	0.0022036522
				2)	pera	424	94058	2.746364E-4
				3)	perc	446	90756	2.64995E-4
				4)	pers	634	70140	2.0479913E-4
				5)	pert	734	62699	1.8307244E-4
				6)	peri	819	57531	1.679826E-4
				7)	perm	1611	29351	8.570087E-5
				8)	però	1918	23727	6.9279566E-5
				9)	pero	2598	14846	4.3348275E-5
				10)	perd	3086	11223	3.2769614E-5
				11)	pere	3178	10648	3.109069E-5
				12)	perf	3324	9631	2.8121192E-5
				13)	perv	4797	4017	1.17290865E-5
				14)	perp	5055	3451	1.0076445E-5
				15)	perl	6180	1912	5.5827763E-6
				16)	perà	7961	816	2.3826076E-6
				17)	pern	8810	550	1.6059241E-6
			2)	pea	0	0	0.0
				1)	pea_	142	182803	5.3375954E-4
				2)	pea”	9649	374	1.0920285E-6
				3)	peas	9789	353	1.0307114E-6
			3)	pet	0	0	0.0
				1)	pett	286	120514	3.5188426E-4
				2)	pete	1652	28295	8.26175E-5
				3)	peti	2529	15563	4.5441815E-5
				4)	petr	4073	6103	1.7819919E-5
				5)	petu	5434	2825	8.24861E-6
				6)	peto	5718	2397	6.9989096E-6
				7)	peta	8278	701	2.0468233E-6
			4)	peo	0	0	0.0
				1)	peo_	379	100425	2.9322715E-4
			5)	pen	0	0	0.0
				1)	pens	1041	47177	1.3775034E-4
				2)	pend	1562	30708	8.9663125E-5
				3)	pena	2071	21248	6.204123E-5
				4)	pent	6024	2063	6.0236757E-6
				5)	pene	7645	966	2.8205868E-6
				6)	penn	9539	393	1.1475058E-6
				7)	peni	9843	348	1.016112E-6
				8)	penu	10256	292	8.525997E-7
			6)	pec	0	0	0.0
				1)	peci	1264	38580	1.1264828E-4
				2)	pecc	5173	3230	9.4311545E-6
				3)	pecu	5408	2878	8.403364E-6
				4)	peco	10225	296	8.642792E-7
			7)	peg	0	0	0.0
				1)	pegn	1305	37316	1.08957574E-4
				2)	pegg	4316	5282	1.5422711E-5
			8)	pei	0	0	0.0
				1)	pei_	1370	35481	1.0359963E-4
				2)	peis	8767	563	1.6438823E-6
			9)	pes	0	0	0.0
				1)	pesc	1845	25030	7.308415E-5
				2)	pess	2535	15495	4.5243265E-5
				3)	pesa	3396	9187	2.6824773E-5
				4)	pese	3783	7170	2.0935411E-5
				5)	pest	4491	4823	1.4082495E-5
				6)	peso	4556	4642	1.3554E-5
				7)	pesi	6788	1416	4.1345247E-6
			10)	pee	0	0	0.0
				1)	pee_	2218	19430	5.6732923E-5
			11)	ped	0	0	0.0
				1)	pedi	3352	9488	2.7703652E-5
				2)	peda	6353	1761	5.1418774E-6
				3)	pedo	8053	777	2.268733E-6
				4)	pede	9149	465	1.3577359E-6
			12)	pev	0	0	0.0
				1)	pevo	3420	9075	2.649775E-5
				2)	peva	8571	612	1.7869556E-6
			13)	pel	0	0	0.0
				1)	pell	3617	8047	2.349613E-5
				2)	pela	9694	367	1.0715894E-6
			14)	pez	0	0	0.0
				1)	pezi	6234	1864	5.442623E-6
				2)	pezz	6958	1308	3.8191797E-6
			15)	pef	0	0	0.0
				1)	pefa	7139	1223	3.5709913E-6
			16)	peu	0	0	0.0
				1)	peut	8958	507	1.4803701E-6
		2)	pr	0	0	0.0
			1)	pre	0	0	0.0
				1)	pres	76	294192	8.590001E-4
				2)	pren	846	55815	1.6297211E-4
				3)	prev	899	52997	1.5474393E-4
				4)	prec	1369	35568	1.0385366E-4
				5)	pre_	1403	34561	1.00913356E-4
				6)	prez	1872	24555	7.169721E-5
				7)	preo	1943	23359	6.820506E-5
				8)	prep	2698	13945	4.0717478E-5
				9)	pret	3193	10554	3.0816223E-5
				10)	prem	3459	8817	2.5744424E-5
				11)	pref	3516	8521	2.4880146E-5
				12)	preg	4067	6138	1.7922113E-5
				13)	pred	4909	3756	1.0967002E-5
				14)	prel	5339	2965	8.657391E-6
				15)	prea	6452	1677	4.896609E-6
				16)	prer	6787	1416	4.1345247E-6
				17)	pree	10801	231	6.7448815E-7
			2)	pro	0	0	0.0
				1)	prop	112	212194	6.1957724E-4
				2)	prog	382	100206	2.925877E-4
				3)	proc	393	99553	2.9068103E-4
				4)	prob	526	80759	2.3580514E-4
				5)	prov	604	72627	2.1206083E-4
				6)	prod	686	65983	1.9266126E-4
				7)	pros	1048	47030	1.3732111E-4
				8)	prom	1079	45852	1.3388152E-4
				9)	prot	1282	38062	1.1113579E-4
				10)	prof	1299	37415	1.0924664E-4
				11)	pron	2751	13580	3.9651728E-5
				12)	prol	5317	2998	8.753746E-6
				13)	pror	6216	1879	5.486421E-6
				14)	proi	6364	1752	5.1155985E-6
				15)	pro_	6913	1335	3.898016E-6
				16)	proa	9228	449	1.3110181E-6
			3)	pri	0	0	0.0
				1)	prim	352	107059	3.1259752E-4
				2)	prio	866	55005	1.6060701E-4
				3)	prin	945	51334	1.498882E-4
				4)	pria	2268	18834	5.4992684E-5
				5)	priv	2329	17840	5.209034E-5
				6)	prie	2654	14284	4.170731E-5
				7)	pri_	3267	10067	2.9394252E-5
				8)	prir	3951	6503	1.8987863E-5
				9)	prig	5122	3315	9.679343E-6
				10)	pril	5144	3275	9.562548E-6
				11)	pris	5506	2721	7.944945E-6
				12)	pric	10702	241	7.036868E-7
			4)	pra	0	0	0.0
				1)	prat	1032	47631	1.3907596E-4
				2)	pras	4927	3720	1.0861887E-5
				3)	prav	5274	3052	8.911419E-6
				4)	pra_	6096	1998	5.8338846E-6
				5)	prag	7167	1209	3.5301134E-6
				6)	pran	7332	1119	3.2673258E-6
				7)	prar	9364	421	1.229262E-6
			5)	pru	0	0	0.0
				1)	prud	5694	2430	7.095265E-6
			6)	prà	0	0	0.0
				1)	prà_	8064	773	2.2570534E-6
		3)	po	0	0	0.0
			1)	por	0	0	0.0
				1)	port	87	253614	7.405179E-4
				2)	porr	1785	26021	7.597773E-5
				3)	pora	3767	7245	2.1154401E-5
				4)	porz	4857	3867	1.1291107E-5
				5)	porg	5975	2120	6.190108E-6
				6)	pors	6242	1860	5.4309435E-6
				7)	porc	6750	1441	4.207521E-6
				8)	porn	7856	871	2.5432E-6
				9)	porl	8201	727	2.1227397E-6
				10)	pore	8783	557	1.6263632E-6
				11)	porv	8906	522	1.524168E-6
			2)	pos	0	0	0.0
				1)	post	139	185567	5.418301E-4
				2)	poss	166	168605	4.9230334E-4
				3)	posi	364	104201	3.0425255E-4
